,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
SEQ_083_VIDEO/frame_3.jpg,232.0,77.0,50.0,47.0,32.0,39.0,39.0,38.0,35.0,32.0,32.0,36.0,30.0,39.0,40.0,34.0,32.0,35.0,23.0,25.0,28.0,22.0,23.0,17.0,12.0,17.0,13.0,10.0,14.0,19.0,14.0,11.0,19.0,25.0,17.0,25.0,38.0,38.0,35.0,37.0,26.0,40.0,28.0,30.0,26.0,24.0,28.0,26.0,25.0,21.0,29.0,41.0,31.0,46.0,29.0,26.0,23.0,22.0,15.0,19.0,17.0,5.0,5.0,9.0,6.0,11.0,4.0,8.0,8.0,4.0,1.0,3.0,6.0,3.0,7.0,4.0,3.0,6.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,5.0,5.0,2.0,3.0,1.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEQ_083_VIDEO/frame_2.jpg,486.0,36.0,43.0,31.0,24.0,26.0,4.0,19.0,9.0,8.0,10.0,7.0,6.0,8.0,11.0,12.0,10.0,11.0,13.0,9.0,15.0,6.0,18.0,16.0,9.0,11.0,10.0,9.0,14.0,9.0,10.0,6.0,8.0,1.0,7.0,8.0,7.0,2.0,4.0,8.0,4.0,7.0,10.0,2.0,7.0,8.0,14.0,19.0,26.0,45.0,26.0,41.0,36.0,15.0,8.0,15.0,16.0,30.0,26.0,45.0,48.0,40.0,32.0,30.0,18.0,18.0,10.0,14.0,12.0,19.0,11.0,12.0,20.0,10.0,10.0,7.0,14.0,9.0,9.0,8.0,6.0,8.0,7.0,4.0,11.0,7.0,7.0,9.0,7.0,4.0,6.0,5.0,3.0,1.0,5.0,4.0,6.0,7.0,2.0,3.0,7.0,4.0,3.0,5.0,5.0,8.0,3.0,4.0,7.0,5.0,7.0,5.0,7.0,4.0,4.0,8.0,3.0,6.0,6.0,1.0,2.0,5.0,4.0,5.0,6.0,3.0,3.0,5.0,5.0,4.0,7.0,8.0,10.0,4.0,8.0,5.0,5.0,1.0,6.0,6.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,0.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEQ_083_VIDEO/frame_1.jpg,80.0,9.0,13.0,14.0,15.0,16.0,9.0,10.0,13.0,13.0,22.0,26.0,26.0,25.0,25.0,21.0,15.0,16.0,22.0,27.0,13.0,26.0,23.0,14.0,15.0,3.0,10.0,11.0,11.0,9.0,19.0,11.0,14.0,12.0,11.0,12.0,18.0,12.0,17.0,12.0,11.0,15.0,12.0,10.0,4.0,11.0,8.0,14.0,6.0,10.0,14.0,5.0,10.0,9.0,6.0,3.0,8.0,13.0,9.0,9.0,9.0,11.0,12.0,13.0,17.0,26.0,27.0,38.0,35.0,33.0,30.0,37.0,29.0,17.0,10.0,10.0,15.0,29.0,39.0,36.0,33.0,35.0,22.0,23.0,19.0,10.0,21.0,6.0,6.0,10.0,6.0,11.0,2.0,9.0,9.0,10.0,9.0,10.0,7.0,10.0,16.0,6.0,9.0,5.0,3.0,4.0,6.0,5.0,5.0,8.0,8.0,5.0,1.0,8.0,2.0,2.0,8.0,7.0,2.0,8.0,4.0,8.0,2.0,10.0,5.0,7.0,6.0,7.0,3.0,4.0,9.0,4.0,7.0,3.0,4.0,7.0,9.0,3.0,5.0,4.0,3.0,4.0,5.0,7.0,8.0,8.0,6.0,4.0,8.0,8.0,4.0,3.0,6.0,6.0,8.0,9.0,7.0,9.0,2.0,10.0,11.0,10.0,6.0,3.0,7.0,4.0,8.0,4.0,1.0,5.0,6.0,11.0,8.0,6.0,4.0,1.0,4.0,0.0,2.0,1.0,6.0,4.0,5.0,1.0,2.0,1.0,3.0,0.0,1.0,4.0,2.0,1.0,3.0,3.0,0.0,0.0,3.0,4.0,5.0,3.0,3.0,1.0,4.0,3.0,5.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEQ_084_VIDEO/frame_3.jpg,5.0,0.0,3.0,4.0,2.0,4.0,3.0,5.0,6.0,5.0,5.0,6.0,11.0,5.0,5.0,10.0,15.0,11.0,13.0,12.0,11.0,13.0,11.0,15.0,11.0,11.0,11.0,6.0,12.0,9.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,0.0,2.0,3.0,2.0,8.0,9.0,1.0,5.0,1.0,11.0,8.0,19.0,11.0,17.0,27.0,73.0,47.0,57.0,50.0,32.0,40.0,86.0,142.0,99.0,64.0,65.0,33.0,31.0,53.0,56.0,72.0,83.0,91.0,51.0,50.0,31.0,18.0,25.0,21.0,9.0,8.0,8.0,8.0,6.0,4.0,6.0,8.0,7.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,8.0,3.0,5.0,5.0,6.0,3.0,8.0,2.0,5.0,3.0,6.0,3.0,2.0,2.0,6.0,6.0,2.0,9.0,4.0,2.0,5.0,4.0,8.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,1.0,2.0,1.0,5.0,4.0,3.0,6.0,2.0,2.0,3.0,4.0,4.0,6.0,10.0,5.0,6.0,5.0,5.0,2.0,1.0,6.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEQ_084_VIDEO/frame_2.jpg,5.0,0.0,1.0,0.0,5.0,2.0,1.0,3.0,3.0,6.0,13.0,13.0,10.0,12.0,10.0,20.0,20.0,18.0,13.0,8.0,7.0,6.0,8.0,6.0,6.0,6.0,5.0,6.0,9.0,9.0,6.0,9.0,5.0,9.0,7.0,7.0,9.0,3.0,8.0,6.0,7.0,10.0,10.0,10.0,8.0,18.0,14.0,26.0,44.0,34.0,61.0,60.0,28.0,36.0,48.0,57.0,94.0,130.0,137.0,97.0,48.0,12.0,15.0,37.0,14.0,27.0,49.0,79.0,86.0,77.0,47.0,68.0,68.0,19.0,24.0,34.0,10.0,10.0,3.0,6.0,7.0,4.0,3.0,3.0,4.0,6.0,5.0,3.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,3.0,0.0,1.0,3.0,2.0,7.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,7.0,3.0,2.0,5.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEQ_084_VIDEO/frame_1.jpg,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,10.0,10.0,13.0,14.0,19.0,14.0,13.0,17.0,22.0,19.0,11.0,19.0,13.0,20.0,26.0,18.0,19.0,24.0,24.0,33.0,29.0,15.0,10.0,9.0,8.0,6.0,14.0,12.0,8.0,12.0,11.0,12.0,11.0,10.0,16.0,20.0,18.0,16.0,9.0,7.0,11.0,20.0,37.0,30.0,24.0,38.0,24.0,28.0,13.0,17.0,21.0,36.0,54.0,76.0,53.0,28.0,37.0,26.0,12.0,30.0,49.0,27.0,69.0,48.0,35.0,33.0,23.0,28.0,18.0,17.0,13.0,10.0,11.0,10.0,20.0,11.0,4.0,6.0,10.0,14.0,8.0,7.0,7.0,9.0,7.0,7.0,9.0,15.0,17.0,22.0,7.0,14.0,13.0,19.0,8.0,2.0,4.0,10.0,14.0,10.0,6.0,6.0,10.0,18.0,8.0,11.0,24.0,28.0,13.0,11.0,4.0,12.0,21.0,13.0,10.0,16.0,9.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEQ_085_VIDEO/frame_3.jpg,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,9.0,2.0,5.0,6.0,7.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,3.0,0.0,5.0,1.0,3.0,9.0,1.0,8.0,0.0,2.0,9.0,7.0,7.0,4.0,4.0,3.0,5.0,4.0,2.0,6.0,6.0,6.0,5.0,9.0,4.0,0.0,8.0,6.0,6.0,12.0,10.0,3.0,8.0,9.0,6.0,2.0,5.0,12.0,7.0,6.0,4.0,7.0,9.0,8.0,9.0,6.0,13.0,8.0,4.0,11.0,10.0,15.0,10.0,12.0,7.0,7.0,13.0,12.0,14.0,9.0,11.0,9.0,10.0,6.0,16.0,7.0,9.0,11.0,7.0,7.0,14.0,12.0,14.0,17.0,24.0,23.0,18.0,23.0,16.0,13.0,20.0,20.0,13.0,15.0,15.0,18.0,13.0,12.0,23.0,14.0,23.0,14.0,15.0,15.0,28.0,13.0,7.0,21.0,14.0,22.0,12.0,9.0,21.0,9.0,15.0,13.0,5.0,11.0,10.0,10.0,19.0,21.0,19.0,27.0,15.0,10.0,17.0,10.0,22.0,19.0,25.0,27.0,10.0,16.0,21.0,25.0,20.0,21.0,24.0,15.0,16.0,14.0,19.0,19.0,19.0,20.0,20.0,23.0,26.0,18.0,29.0,25.0,17.0,29.0,23.0,22.0,12.0,18.0,21.0,20.0,14.0,12.0,9.0,13.0,10.0,10.0,9.0,11.0,4.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEQ_085_VIDEO/frame_2.jpg,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,6.0,6.0,7.0,14.0,15.0,20.0,22.0,31.0,25.0,32.0,41.0,40.0,38.0,50.0,45.0,76.0,60.0,74.0,53.0,59.0,53.0,38.0,22.0,28.0,31.0,35.0,28.0,21.0,19.0,20.0,17.0,16.0,21.0,16.0,11.0,12.0,15.0,6.0,3.0,7.0,12.0,4.0,6.0,3.0,3.0,5.0,8.0,4.0,10.0,4.0,4.0,6.0,6.0,4.0,6.0,3.0,4.0,7.0,10.0,7.0,3.0,4.0,7.0,10.0,0.0,5.0,3.0,4.0,1.0,4.0,3.0,0.0,1.0,3.0,0.0,4.0,2.0,5.0,1.0,1.0,5.0,4.0,2.0,4.0,8.0,5.0,2.0,6.0,6.0,8.0,12.0,9.0,7.0,10.0,13.0,13.0,14.0,11.0,11.0,11.0,13.0,16.0,16.0,13.0,16.0,17.0,2.0,7.0,11.0,7.0,7.0,8.0,4.0,9.0,6.0,8.0,12.0,5.0,12.0,10.0,8.0,12.0,8.0,7.0,10.0,6.0,11.0,10.0,9.0,14.0,8.0,11.0,13.0,19.0,13.0,14.0,7.0,9.0,17.0,14.0,9.0,15.0,13.0,8.0,8.0,7.0,11.0,9.0,12.0,6.0,4.0,6.0,4.0,10.0,8.0,5.0,10.0,6.0,5.0,8.0,8.0,6.0,10.0,8.0,2.0,10.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEQ_085_VIDEO/frame_1.jpg,62.0,6.0,3.0,6.0,13.0,6.0,8.0,8.0,6.0,10.0,9.0,6.0,6.0,11.0,8.0,5.0,10.0,9.0,8.0,11.0,8.0,8.0,10.0,12.0,11.0,9.0,11.0,12.0,9.0,12.0,10.0,10.0,10.0,14.0,18.0,8.0,14.0,16.0,18.0,10.0,20.0,8.0,22.0,11.0,14.0,9.0,4.0,16.0,12.0,13.0,9.0,10.0,12.0,13.0,16.0,16.0,12.0,14.0,7.0,13.0,10.0,9.0,19.0,9.0,10.0,5.0,13.0,4.0,6.0,8.0,12.0,8.0,6.0,7.0,7.0,9.0,4.0,5.0,9.0,9.0,7.0,13.0,6.0,6.0,7.0,8.0,10.0,11.0,9.0,10.0,7.0,8.0,13.0,10.0,7.0,8.0,13.0,11.0,4.0,9.0,10.0,5.0,9.0,2.0,7.0,8.0,8.0,6.0,9.0,6.0,3.0,6.0,5.0,10.0,11.0,5.0,10.0,7.0,3.0,6.0,5.0,12.0,7.0,3.0,5.0,8.0,10.0,4.0,6.0,5.0,4.0,7.0,8.0,14.0,7.0,4.0,9.0,11.0,6.0,10.0,8.0,7.0,6.0,8.0,13.0,8.0,10.0,5.0,10.0,9.0,9.0,6.0,10.0,8.0,6.0,7.0,12.0,7.0,5.0,6.0,14.0,7.0,4.0,8.0,4.0,9.0,8.0,12.0,9.0,4.0,14.0,12.0,11.0,9.0,8.0,10.0,12.0,10.0,8.0,8.0,7.0,11.0,10.0,6.0,5.0,15.0,5.0,9.0,9.0,9.0,11.0,10.0,8.0,8.0,11.0,4.0,7.0,12.0,9.0,7.0,4.0,12.0,13.0,11.0,8.0,11.0,3.0,5.0,8.0,9.0,7.0,7.0,9.0,5.0,2.0,4.0,6.0,11.0,5.0,7.0,4.0,4.0,7.0,4.0,9.0,11.0,9.0,6.0,7.0,3.0,5.0,4.0,9.0,5.0,1.0,6.0,6.0,6.0,6.0,2.0,7.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,6.0,5.0,1.0,0.0,5.0,12.0
SEQ_086_VIDEO/frame_3.jpg,124.0,28.0,32.0,38.0,31.0,46.0,35.0,40.0,41.0,39.0,42.0,38.0,38.0,54.0,40.0,42.0,48.0,33.0,42.0,29.0,40.0,34.0,27.0,32.0,32.0,10.0,19.0,24.0,21.0,18.0,14.0,18.0,10.0,20.0,19.0,23.0,19.0,16.0,9.0,20.0,19.0,13.0,13.0,10.0,15.0,28.0,27.0,30.0,14.0,26.0,26.0,25.0,20.0,9.0,17.0,12.0,18.0,21.0,18.0,8.0,11.0,10.0,12.0,8.0,4.0,10.0,11.0,11.0,4.0,5.0,4.0,5.0,4.0,8.0,5.0,8.0,6.0,8.0,6.0,7.0,8.0,7.0,9.0,0.0,5.0,2.0,0.0,3.0,6.0,4.0,1.0,4.0,7.0,3.0,5.0,5.0,4.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,10.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,5.0,1.0,2.0,6.0,2.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,5.0,5.0,0.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
SEQ_086_VIDEO/frame_2.jpg,157.0,108.0,86.0,73.0,67.0,61.0,64.0,67.0,56.0,49.0,62.0,42.0,41.0,38.0,55.0,59.0,38.0,57.0,49.0,50.0,42.0,37.0,50.0,27.0,20.0,19.0,18.0,8.0,10.0,7.0,7.0,8.0,4.0,3.0,8.0,1.0,5.0,5.0,4.0,1.0,5.0,3.0,4.0,8.0,8.0,6.0,5.0,5.0,3.0,3.0,4.0,1.0,6.0,6.0,3.0,0.0,1.0,1.0,3.0,4.0,0.0,5.0,2.0,3.0,7.0,4.0,11.0,2.0,3.0,6.0,4.0,3.0,7.0,2.0,3.0,5.0,1.0,5.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,5.0,3.0,7.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,0.0,4.0,2.0,2.0,7.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,0.0,2.0,2.0,5.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,4.0,3.0,5.0,2.0,4.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,3.0,5.0,2.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,3.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,18.0
SEQ_086_VIDEO/frame_1.jpg,58.0,71.0,76.0,72.0,64.0,87.0,93.0,85.0,66.0,50.0,43.0,57.0,69.0,65.0,41.0,42.0,45.0,30.0,53.0,44.0,50.0,58.0,63.0,42.0,18.0,16.0,26.0,22.0,20.0,22.0,8.0,8.0,9.0,6.0,7.0,5.0,10.0,7.0,7.0,6.0,3.0,5.0,7.0,5.0,5.0,4.0,9.0,5.0,8.0,5.0,1.0,8.0,6.0,12.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,6.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,3.0,5.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,6.0,3.0,2.0,6.0,6.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,5.0,5.0,4.0,9.0,9.0,4.0,2.0,4.0,0.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,0.0,2.0,4.0,1.0,5.0,5.0,6.0,4.0,3.0,4.0,2.0,7.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,5.0,3.0,0.0,3.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,3.0,7.0,2.0,0.0,1.0,5.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
