Sequence§nmf_0§nmf_1§nmf_2§nmf_3§nmf_4
SEQ_035§0.03969021428996396§0.0§0.008940097498047342§0.3149121636479279§0.004611349627095102
SEQ_036§0.06633294906183677§0.003961800597179012§0.03375488413006668§0.10035054233010575§0.03353985694451388
SEQ_037§0.12300992811974122§0.021789464349005108§0.0§0.15064162372739542§0.0
SEQ_038§0.03937646120245598§0.0§0.14644019380922793§0.0§0.09813517202525977
SEQ_039§0.0§0.0§0.0599756850010337§0.0§0.27084423221007004
SEQ_040§0.07890031067218738§0.0§0.0§0.19231448334524545§0.0
SEQ_041§0.0§0.0§0.2626834877429032§0.008623673459199035§0.13239078256306575
SEQ_042§0.020979306112922848§0.0§0.02465506860843269§0.19238798690176784§0.1445002420011205
SEQ_043§0.18007972860096927§0.0§0.0§0.04657288457416777§0.08546523098054092
SEQ_044§0.12588742266206562§0.0§0.03082610291072658§0.015968433528707457§0.11293815318708655
SEQ_045§0.021767588487901217§0.11128344633113955§0.06080361631965321§0.0§0.14174337425826503
SEQ_046§0.09022775060661589§0.017139276934618468§0.04384411406242811§0.015988769121182§0.0
SEQ_047§0.159871290808532§0.017230361915122415§0.03986279843623592§0.003127826286644418§0.0
SEQ_048§0.0§0.0§0.213513241186373§0.021733044106332904§0.020909266162823886
SEQ_049§0.010776980276458377§0.0§0.12121367537662728§0.06324524744452631§0.02786447927164734
SEQ_050§0.02438070013538829§0.0§0.09450906770704538§0.07050835641243776§0.002482796012134899
SEQ_051§0.051425058321368684§0.0§0.044301817001742023§0.156434545009902§0.0
SEQ_052§0.10391820672370512§0.04183244191088083§0.0§0.013570401494049434§0.06719672933623518
SEQ_053§0.012889443889656243§0.09541069847854095§0.07617475217925086§0.05264800157579827§0.0
SEQ_054§0.03442318392587285§0.0§0.0§0.011584017698917242§0.268969991297017
SEQ_055§0.0§0.0§0.08450775799038814§0.0§0.27345151203989176
SEQ_056§0.050610464832226386§0.0§0.0§0.021137807670959907§0.025721016704030483
SEQ_057§0.0§0.002582553672726906§0.14875914606912094§0.0§0.04044118604617773
SEQ_058§0.06026744340935782§0.0§0.0902167709708279§0.02534057347345208§0.018669724827338155
SEQ_059§0.07969979373233184§0.09409580752161534§0.0013917203593492545§0.007608644670784967§0.12986963234250304
SEQ_060§0.00377663944478522§0.0§0.18234246565826576§0.0§0.10668563158920742
SEQ_061§0.056791852469424454§0.0728016157089515§0.0§0.032980030511151004§0.09020225661555958
SEQ_062§0.256930789200399§0.02082081320705138§0.0§0.0§0.033197009306204936
SEQ_063§0.014501328548267026§0.0§0.15273731707576174§0.17854044869373728§0.08358131033643457
SEQ_064§0.0040440526450141855§0.011239311529403122§0.023813339713497823§0.07497871565633646§0.119419029363421
SEQ_065§0.0§0.21402453590438858§0.037849879681243585§0.0§0.0
SEQ_066§0.0§0.22364495076384436§0.0§0.0§0.008693806537065954
SEQ_067§0.07092984504014016§0.0§0.051907621647547725§0.0003425513834393614§0.21735436519701926
SEQ_068§0.0§0.40535667435194167§0.06516901694889746§0.0§0.02862615513800782
SEQ_069§0.0§0.08365407265617619§0.0§0.19581062825681775§0.04381986275409458
SEQ_070§0.0§0.011235873211940124§0.05309412202816575§0.13146363148583542§0.0625517044131228
SEQ_071§0.10687703065201208§0.0§0.012801591260576443§0.10078152814380706§0.0625786146906998
SEQ_072§0.0009783454709416898§0.1224178825973008§0.09705895650513227§0.0§0.0690576164292806
SEQ_073§0.026206548119699472§0.014890988472467857§0.07632645636859164§0.08036548020918509§0.10789841074506974
SEQ_074§0.002328492711929341§0.03085361917821205§0.23604469037524098§0.0§0.0007047169251405971
SEQ_075§0.04702426359119818§0.026135388623549822§0.025432552422269425§0.01954537295910101§0.047968266488360535
SEQ_076§0.08764103977208655§0.06022999176346888§0.013495812835625379§0.08783851955283595§0.0723148778502578
SEQ_077§0.0§0.09455951825552933§0.0§0.20337641294254657§0.005798240383044535
SEQ_078§0.003717400732781634§0.2938858544170465§0.004581866297320566§0.0§0.14085694937106308
SEQ_079§0.044837341303226835§0.04719489070892799§0.0§0.09545913451449144§0.11473175143992907
SEQ_080§0.007373106821355343§0.025537038026084948§0.029859689581008587§0.0§0.044365193539712466
SEQ_081§0.010769313289980825§0.019964566745942533§0.17000037638448734§0.10069035122757417§0.0
SEQ_082§0.05065605930444342§0.026049080935282173§0.16368455753170172§0.03662972126561197§0.00531489769132494
SEQ_083§0.04153348106626902§0.014680063613658954§0.16357964440572298§0.026126219393376664§0.06162194194856205
SEQ_084§0.0§0.0§0.005948592569513199§0.13075310789875694§0.17928387127329143
SEQ_085§0.01971434220765067§0.04123948533127695§0.0144932807939985§0.1812333937541003§0.0
SEQ_086§0.0§0.2411866666312882§0.032274679871657524§0.05684406823730353§0.0
SEQ_087§0.010068835811004664§0.11528270671395906§0.002718180416560078§0.04533319531219221§0.06615951810143349
SEQ_088§0.06357609466009227§0.06615088734468211§0.06773181530945366§0.0011488992562174128§0.0
SEQ_089§0.007210045406941167§0.19574017044216832§0.0§0.0009597981499326569§0.03660668483844856
SEQ_090§0.1581988723369373§0.0§0.0§0.06846943248401721§0.04860563407181017
SEQ_091§0.01659638945043325§0.0§0.13506118397365918§0.036374767755503905§0.018743536906586748
SEQ_092§0.003030249057422616§0.0§0.17920718820514545§0.07938389399792312§0.02961086384748797
SEQ_093§0.032966940397492275§0.0§0.0044769784381492065§0.12270873261946838§0.13589125425823942
SEQ_094§0.10606030258918514§0.0§0.0§0.0699586769752878§0.0
SEQ_095§0.005012853626754049§0.24930550917287134§0.030768564969306893§0.0§0.03261097745532934
SEQ_096§0.0§0.013290692817710895§0.028675539930994743§0.09826211202488735§0.11342298163447505
SEQ_097§0.027868148946840594§0.0§0.024586323253967753§0.2060683832046009§0.07867172246189022
SEQ_098§0.0§0.009353414155350818§0.025403089127371433§0.1798603385718702§0.0
SEQ_099§0.11184046379527175§0.020840843314823027§0.0§0.027594220326570135§0.05036155992938619
SEQ_100§0.12636335903999468§0.0§0.0§0.0§0.3053942230429195
SEQ_101§0.06001186947297347§0.002058399900070439§0.07183344620400713§0.10016324472909635§0.01931505115361
SEQ_102§0.00031292594518795555§0.037829079790480946§0.038572841507584305§0.16234973699927988§0.05280787217317342
SEQ_103§0.024482159142233298§0.035047900367626415§0.08875466462983526§0.025635022975949235§0.07188314108551808
SEQ_104§0.07440624166458328§0.04157004581828352§0.04192537164550709§0.0§0.026986837904781222
SEQ_105§0.29537382979665483§0.0§0.0§0.0§0.0
SEQ_106§0.11144054238854578§0.037219462766250676§0.01605956722667139§0.0§0.03853509563567681
SEQ_107§0.16383425855177153§0.0§0.0§0.0§0.17119694047496153
SEQ_108§0.015054666381158207§0.0§0.10628783827776667§0.13353192538581027§0.020280353216067658
SEQ_109§0.0§0.0§0.0§0.0§0.31538904915834626
SEQ_110§0.16226673964573077§0.019596649454459797§0.027065834736328752§0.03728291339314947§0.0
SEQ_111§0.009296776896603949§0.0§0.0§0.22156410193098555§0.044754362819882265
SEQ_112§0.24701414969103197§0.005515367220426811§0.0§0.0§0.0363935464715195
SEQ_113§0.0§0.007440882970794639§0.10090352668595239§0.1011642052540188§0.0
SEQ_114§0.0§0.08680521458873086§0.0§0.12501167082699668§0.0
SEQ_115§0.03719913157605676§0.02052294619791263§0.0§0.049685753443411786§0.06755295012736301
SEQ_116§0.03130703453898825§0.0033900933023829133§0.0§0.3410335585497264§0.0
SEQ_117§0.0§0.0§0.0§0.1650754689115145§0.0
SEQ_118§0.014875979500335973§0.0§0.0§0.0§0.2839881950776129
SEQ_119§0.09305885039802339§0.040505563020290146§0.0§0.003861845552089388§0.0
SEQ_120§0.002208051018448796§0.13048974445323952§0.0076664967011458645§0.18525897695765453§0.0
SEQ_121§0.06478244432601744§0.0§0.07377338518534654§0.12692918647393525§0.01836334329028371
SEQ_122§0.22192746971150823§0.023376595322115317§0.04715447835245577§0.005293195749687887§0.021903055788833167
SEQ_123§0.18618319389472462§0.0§0.0§0.2310667319370626§0.0
SEQ_124§0.08782242560645422§0.0§0.0§0.08605292187488883§0.032318388834773566
SEQ_125§0.0§0.0§0.23153134997080663§0.04756919896447396§0.03132798874743794
SEQ_126§0.07312714711070029§0.0§0.08271800199305379§0.10259391699046076§0.0
SEQ_127§0.07012816499683061§0.04350907330258146§0.03181518196210808§0.0§0.059191626455442806
SEQ_128§0.0§0.08607404296397847§0.0§0.04983881150371654§0.012422413071553836
SEQ_129§0.015822543784863422§0.00015184888582844575§0.037743755942723195§0.0§0.2056730472825204
SEQ_130§0.06047711356986362§0.01681162851088899§0.0§0.0§0.09420854235359759
SEQ_131§0.0§0.004962386847856838§0.01871288642021021§0.04747228621019493§0.1277508516320768
SEQ_132§0.0§0.11611208901541975§0.0§0.046473385712870754§0.029504372939945372
SEQ_133§0.0§0.016873173366315858§0.0§0.10355640691247349§0.0
SEQ_134§0.24883134292366288§0.0§0.0323957927722842§0.006752403050299278§0.06510364458454497
SEQ_135§0.0§0.0§0.19692486759198355§0.023710990406736732§0.0
SEQ_136§0.0§0.0§0.14733043484900551§0.0§0.06923209144498012
SEQ_137§0.0§0.2936092787133035§0.031354551801723266§0.09251588211108337§0.10906170403443063
SEQ_138§0.03037957823006295§0.0012770241451360322§0.011378112269485771§0.18343635319828963§0.18073001215500034
SEQ_139§0.014217276498254557§0.01988607791623024§0.05553762086966875§0.02380301960176723§0.0
SEQ_140§0.025761425050795105§0.019692369234062944§0.0406058305052608§0.15271356261887922§0.0
SEQ_141§0.1590182022653459§0.0§0.03288176909813656§0.02349819794582931§0.06462877434575372
SEQ_142§0.014367091647115561§0.007158647213333369§0.08613823921352037§0.1080810745585512§0.04015401178790376
SEQ_143§0.18174132578422428§0.06612748777625083§0.0§0.07214668496898435§0.0014472086200004537
SEQ_144§0.08594285680269352§0.021024226243980405§0.02397726512841574§0.0§0.10672473017387331
SEQ_145§0.11310735166867737§0.0§0.0§0.055341869743479974§0.21636324522116804
SEQ_146§0.0§0.0§0.051846957884809836§0.0§0.2553475829974599
SEQ_147§0.0012406999248470573§0.1066281753395479§0.01340775684117985§0.0014645800612190958§0.11191307710624494
SEQ_148§0.03400623319006949§0.0§0.0§0.13083779062502848§0.043177384204410994
SEQ_149§0.013867305319174813§0.03224654419745184§0.10995711836311876§0.0060941587013631105§0.062381629428874874
SEQ_150§0.0§0.0§0.0§0.337740142822539§0.016015349875748954
SEQ_151§0.0§0.08825663224322226§0.0§0.041703867193364004§0.19261586492415178
SEQ_152§0.0§0.07506720050084742§0.0§0.020676245879468175§0.001547644188402395
SEQ_153§0.0§0.05118095948460351§0.0038229973368578813§0.1174003191638593§0.03974965616080216
SEQ_154§0.0§0.17779721703655568§0.01098992094041839§0.0§0.008549888454304379
SEQ_155§0.06967103903186073§0.009376187081766758§0.0§0.1812369705385195§0.04191393900030836
SEQ_156§0.022133281991890876§0.0§0.0741235679405306§0.12082466691537105§0.0
SEQ_157§0.25682464509014924§0.0§0.0§0.02845924929333864§0.08820333720104587
SEQ_158§0.0852446074805063§0.10799410797731884§0.0§0.0§0.04318721048761337
SEQ_159§0.0§0.0§0.20736354482342256§0.12177739944740823§0.07768304622630307
SEQ_160§0.0§0.03442626939337558§0.0§0.13893625812016008§0.0
SEQ_161§0.14229401385194512§0.0§0.174937377605672§0.0§0.0
SEQ_162§0.00918950739910852§0.02652554557798189§0.07260600927902672§0.0§0.037742993224694404
SEQ_163§0.0§0.019534292532652202§0.0§0.0015261976300087426§0.28871410355907257
SEQ_164§0.0§0.0032420259635621835§0.0834558127141439§0.3850373740630074§0.06329672102839905
SEQ_165§0.001050301305110541§0.040762898319626685§0.034891303678931736§0.042463640666876704§0.10428555213242802
SEQ_166§0.0408900277280051§0.0§0.0§0.2963525092573231§0.037219873286000835
SEQ_167§0.01946462661347675§0.012240898181112361§0.0§0.1308043125868298§0.10013343268847766
SEQ_168§0.07285319023488954§0.005139305215626233§0.04530629726043398§0.0§0.15255264011324168
SEQ_169§0.05281048590768382§0.0§0.09850783320071947§0.04037369626355845§0.0016144028601123256
SEQ_170§0.00282737324897871§0.0§0.025428536205487066§0.06810071982419716§0.15461261227254947
SEQ_171§0.0§0.016404483588474267§0.0§0.0031074820597234145§0.1509434706889886
SEQ_172§0.0§0.29347011855149935§0.011526588060665529§0.0§0.014115043333255261
SEQ_173§0.04847448646919696§0.0§0.04927091137607989§0.1461262730440455§0.0
SEQ_174§0.0§0.08046261033598011§0.0§0.12182851900582072§0.07470103975291825
SEQ_175§0.06146044485732494§0.022412943499262046§0.062482099052197156§0.0§0.07116614045055294
SEQ_176§0.014194582134147036§0.004405340750996933§0.06871252033849343§0.0621796279305275§0.05486715145803809
SEQ_177§0.0§0.011437397670847399§0.08221235488712886§0.10553574976289413§0.08838587052573564
SEQ_178§0.03545377454112043§0.0§0.09961348807096991§0.07037210960599043§0.0
SEQ_179§0.0009690299489265957§0.17438660719034216§0.04309502903156481§0.06182703420088692§0.03910643253762943
SEQ_180§0.16594977324767157§0.0§0.0§0.07121994552105203§0.0059049859890203315
SEQ_181§0.002771129192771907§0.0024460749729224474§0.1606137718011902§0.018849587082033294§0.041405363653871756
SEQ_182§0.035815790897944455§0.02885858849376668§0.01695243173329537§0.06500666635078842§0.05120081866915021
SEQ_183§0.17107535653992031§0.018072172412438883§0.0§0.031837967307090126§0.041750217393000964
SEQ_184§0.011818108959090596§0.11317693731986808§0.0§0.1606282211067479§0.01818570390490366
SEQ_185§0.0§0.05878626660639857§0.0763136457655747§0.12308100871722708§0.019780574969282823
SEQ_186§0.14142652466123376§0.0§0.01585885958372917§0.06962637423276757§0.08713883453513825
SEQ_187§0.0§0.0§0.018605015349650082§0.3087317782363864§0.0
SEQ_188§0.0§0.029476684309623316§0.0§0.2185098122542635§0.0734698869223396
SEQ_189§0.005226676799906406§0.0§0.01550381937252929§0.01303269042185766§0.21392970291296853
SEQ_190§0.026402342979011544§0.0596973682237161§0.02340897257791985§0.10783576354676817§0.017320945338424286
SEQ_191§0.0§0.013616691017567756§0.0§0.0§0.16184331103435365
SEQ_192§0.004752120616691745§0.07296431076245644§0.024798637348048807§0.04895375732631826§0.13225749740498563
SEQ_193§0.011742667044185084§0.0407534959583469§0.05167168348317147§0.0§0.09781861010709993
SEQ_194§0.011199742341079922§0.0124501693000901§0.0§0.1240239281995338§0.1315078542962667
SEQ_195§0.21055977694471723§0.019376320340632046§0.03687935119607464§0.006066322162436348§0.03363747392486619
SEQ_196§0.0§0.017911677476608042§0.10364258369808278§0.050597527762751025§0.14504686464702984
SEQ_197§0.11298577085933698§0.03192177403399763§0.0§0.04499408437633137§0.06383941980268787
SEQ_198§0.02496984622357869§0.0§0.011315919215309054§0.267586336376552§0.06196096280150046
SEQ_199§0.03923146599415952§0.006069395474529605§0.01168595327766317§0.2389524860234867§0.0
SEQ_200§0.03762721307613376§0.130824928942447§0.005463317443445785§0.11409594432374358§0.010873130379325314
SEQ_201§0.0§0.2118681523634639§0.033209943591959896§0.0§0.10091899191247222
SEQ_202§0.0§0.17024373930117145§0.0§0.15986235838102558§0.0
SEQ_203§0.014444339825788877§0.053974580756745§0.07375840194284121§0.17654876858224114§0.0
SEQ_204§0.10094892580419139§0.0§0.060344931286284265§0.03717746292452061§0.0
SEQ_205§0.020871947336604798§0.025307377823898008§0.0§0.060998982880068886§0.10062117736571671
SEQ_206§0.06533064905430026§0.0§0.07436324877629097§0.17233019824188436§0.0
SEQ_207§0.0§0.059057652929416976§0.022387127511341656§0.187626800032653§0.0
SEQ_208§0.006087690424107308§0.051105559691751096§0.011456532523103254§0.12858175337697336§0.11380304215190491
SEQ_209§0.06647102374327672§0.0§0.19357812498746854§0.0§0.0
SEQ_210§0.006107309995064117§0.02141418740510749§0.00550847260424611§0.11287584145706864§0.06417187058501662
SEQ_211§0.04273998303890697§0.0§0.05489571528346384§0.1023203794919462§0.07077164439064243
SEQ_212§0.0071029539778036535§0.0§0.1427025005292124§0.0554361226268519§0.014260795702187516
SEQ_213§0.035831078485410076§0.26621134833257576§0.0§0.0§0.015509204198265554
SEQ_214§0.00144225420177947§0.02115057540031753§0.09003450254577894§0.02416228046878052§0.0
SEQ_215§0.0§0.0§0.11303835503744691§0.06640214081897197§0.01386179485581828
SEQ_216§0.0§0.08989707720802438§0.019266529883112636§0.0§0.08655355981852078
SEQ_217§0.005273273229363991§0.0§0.0§0.17938123287759852§0.1304396852355485
SEQ_218§0.0§0.023898045617147326§0.0§0.16846061733041753§0.0
SEQ_219§0.0069702518940308635§0.0§0.18075840455273257§0.05585370336568501§0.2792850987641225
SEQ_220§0.017937238856242762§0.12571113759173186§0.008114868849354476§0.10957040728133888§0.036100574784409235
SEQ_221§0.11053705631811421§0.05173652998168223§0.038034528325260435§0.03602897701589978§0.12629524951163756
SEQ_222§0.17971070862812724§0.012259263645918473§0.036984197576442494§0.0§0.1618936931199537
SEQ_223§0.12369602408766335§0.0§0.0§0.06601170147549042§0.13919178743613936
SEQ_224§0.01763933628650316§0.08514979723808899§0.022803224800583173§0.1548138315167703§0.029400238079863923
SEQ_225§0.01832972375689685§0.0§0.19502396696858126§0.07484198916620072§0.0
SEQ_226§0.1299900694033381§0.0§0.0§0.0§0.0444485560384849
SEQ_227§0.02476756255109819§0.0§0.03229459345188919§0.19368142611889436§0.059937388182258425
SEQ_228§0.09112821151629777§0.0§0.08091464619818713§0.03996849898794824§0.0565036975036527
SEQ_229§0.0§0.0§0.20953628573975402§0.016958816813044193§0.0
SEQ_230§0.0034937198608369292§0.3251216294908233§0.0§0.0§0.005793169583245377
SEQ_231§0.0§0.0§0.1015563102756835§0.0§0.14267706139133624
SEQ_232§0.015915587141957694§0.0046231890404368455§0.0§0.17389263995853568§0.039482208631116
SEQ_233§0.0§0.0§0.025599334384660142§0.0§0.28112336285300876
SEQ_234§0.0§0.021881932035023817§0.24693651761251367§0.0§0.0009807468607975546
SEQ_235§0.03076057536514304§0.025542398835344808§0.0§0.20508809684888146§0.10225994423499689
SEQ_236§0.027748779204131352§0.07874982006649632§0.0§0.11487383258346964§0.02221968627959096
SEQ_237§0.0§0.0§0.18905663151110486§0.0§0.0
SEQ_238§0.014463699388747284§0.029652201038839133§0.16486074229530087§0.04362072670820454§0.0
SEQ_239§0.034800410794142596§0.05530631486525437§0.05248859038118952§0.10216198722288582§0.02054073141903116
SEQ_240§0.05144087448367266§0.0§0.20490069691227164§0.07914567095353882§0.08201508811511293
SEQ_241§0.04239846017437236§0.03247584089787606§0.15331465045996853§0.006990854544387026§0.1584153529357533
SEQ_242§0.18836681592387194§0.0014949823202057757§0.0§0.0§0.07314608439022062
SEQ_243§0.03718527155159197§0.12733718082802467§0.0§0.058992636627784825§0.01688448666290198
SEQ_244§0.11840582488044156§0.0§0.0§0.0§0.14422710746045503
SEQ_245§0.019203972992393376§0.02354449783543302§0.04822122530220496§0.003679120076966247§0.0637942968034284
SEQ_246§0.01511201993882784§0.0§0.02810957091664261§0.14343242287313987§0.0
SEQ_247§0.0008961343959910966§0.038579715979195905§0.015523471158005293§0.014090056751694799§0.041122921006440376
SEQ_248§0.009155104771830343§0.015990138554746094§0.095690702609831§0.07020213019832384§0.06001751679019957
SEQ_249§0.09252468037788515§0.0§0.0§0.06331287209575136§0.11013333262687154
SEQ_250§0.0§0.0§0.0§0.1677834353883901§0.1094099829341515
SEQ_251§0.1651434621542107§0.01602983504688111§0.02130781872526099§0.0§0.0023108282433027204
SEQ_252§0.020906521406246086§0.008694266950578405§0.006640603906439984§0.18565272078222034§0.004863911492498767
SEQ_253§0.0§0.0§0.06298341604967961§0.18245338187036156§0.04853030954704864
SEQ_254§0.020426936819131568§0.09446847646937845§0.0§0.06294815176493532§0.11363800347470648
SEQ_255§0.013926896430694906§0.0366206066950668§0.07825918136476442§0.018028282378650177§0.06386684220120308
SEQ_256§0.0§0.04190259712034798§6.827294552345596e-05§0.11211656038576559§0.03155199018573316
SEQ_257§0.05443087854380952§0.0§0.00026727667277829384§0.08340770397000388§0.05097981700687399
SEQ_258§0.0§0.42980990309230793§0.0§0.0§0.0
SEQ_259§0.0§0.16865345313330568§0.03295009358608947§0.002233951704612326§0.05721219845192686
SEQ_260§0.0§0.0055284415199667565§0.0§0.1699513200270611§0.07237854758474299
SEQ_261§0.0§0.0§0.04138086483128829§0.17500185492903397§0.02969422969435736
SEQ_262§0.002232031871536177§0.0§0.051681689802401946§0.0023212245098640687§0.2152664540917617
SEQ_263§0.0§0.0§0.09256749984566137§0.0§0.010186185143749379
SEQ_264§0.06521685234059177§0.0008824845933381347§0.0§0.016351335715501205§0.08147417122290253
SEQ_265§0.0§0.030296385071595495§0.17338388415245817§0.07353181806001521§0.06532901365399033
SEQ_266§0.031230861848329072§0.0§0.03637376440801625§0.2225141409227361§0.11718270777731717
SEQ_267§0.0§0.4837593175981017§0.0§0.0§0.0
SEQ_268§0.005153490545861§0.21270711591268618§0.05847833130126999§0.026993033429465015§0.06397418112710687
SEQ_269§0.0001564320324589671§0.0017868134415095554§0.16031253209693513§0.0§0.02623580186376902
SEQ_270§0.0§0.006928492429626864§0.0013431008949311531§0.17683324107656745§0.19755415586029407
SEQ_271§0.0§0.0§0.11343743392385465§0.20945592269202062§0.027079041309234362
SEQ_272§0.006447280106760238§0.0§0.17711533096452575§0.1358758366771304§0.07207771669166996
SEQ_273§0.03607937102391376§0.024159032805008956§0.03259000713728753§0.011491007441196814§0.08023329039048235
SEQ_274§0.19399211293511504§0.1214733898957921§0.0§0.01866825465207§0.0
SEQ_275§0.1651582552429969§0.007608098754661114§0.002361107825172637§0.04514240589361861§0.12751520984615675
SEQ_276§0.06668729945767449§0.0§0.07911347057735695§0.02261357473225635§0.017454589708558794
SEQ_277§0.021783609521901864§0.0§0.11876870747869141§0.21466400943993436§0.0
SEQ_278§0.0§0.0§0.2588628790401957§0.02621516273242127§0.07737094123988145
SEQ_279§0.0§0.20992523057037824§0.0§0.04856393345065735§0.14024753192199285
SEQ_280§0.031981270998842744§0.06360296328364953§0.014075485183688015§0.025993714645747987§0.03373309278137627
SEQ_281§0.0§0.004328870525940096§0.18482243537681892§0.0065802694161419505§0.0
SEQ_282§0.0§0.001827292037963504§0.022261388322100926§0.1280238937315581§0.13193169772812552
SEQ_283§0.02636838721221322§0.0817562531506062§0.11511421164413935§0.03967534426420956§0.0
SEQ_284§0.0§0.020975259285750374§0.0§0.0§0.23855121346380687
SEQ_285§0.2812358273429811§0.0§0.0§0.0§0.0
SEQ_286§0.0§0.07782656527453118§0.0§0.14895909113345138§0.0
SEQ_287§0.006895004954541479§0.09682289009850138§0.15341976343258526§0.04198109629215962§0.0
SEQ_288§0.023037488059674753§0.08480997144469214§0.0§0.041071378736799884§0.053591172851073926
SEQ_289§0.07949704033462097§0.0§0.045825928145655934§0.039417105942747666§0.13564855473385123
SEQ_290§0.03466027367140371§0.019514357937865746§0.1413099923545145§0.09288295977141953§0.08456240580832598
SEQ_291§0.01407151503403095§0.2210454146614771§0.0§0.053681767878291896§0.005415032750480276
SEQ_292§0.05828263277545805§0.0§0.06615186652678576§0.018334751676616072§0.11665345838501263
SEQ_293§0.0484380780066465§0.017997396377342934§0.2193834379794986§0.0§0.08754467429844373
SEQ_294§0.0§0.0§0.1226664364708709§0.04262581200176613§0.007748712450669272
SEQ_295§0.3071746109460036§0.0§0.0§0.03364149880846167§0.0
SEQ_296§0.0068586222607421605§0.08978087140793152§0.0028100526152407142§0.0§0.05286868270580838
SEQ_297§0.2695579599325576§0.0025589542380400564§0.0§0.028038326582262192§0.009224088385640242
SEQ_298§0.0§0.0§0.18751907882780094§0.0§0.0
SEQ_299§0.10220360459950734§0.0§0.0789746467418663§0.011862121879526549§0.0015890463672284796
SEQ_300§0.022624220871435296§0.007876120470992726§0.1429565704672064§0.0653104166104583§0.0
SEQ_301§0.014355907070705689§0.0§0.11508458783985502§0.0§0.10909440648930226
SEQ_302§0.010359744422662966§0.03179176706815882§0.018090622713981267§0.1507102848190865§0.0
SEQ_303§0.0§0.177298845596718§0.0§0.0§0.1655236295207946
SEQ_304§0.0§0.004198168709699507§0.13811648161425924§0.01995848232174714§0.0
SEQ_305§0.034328902059020394§0.0§0.13084077706572175§0.08048289183486197§0.0
SEQ_306§0.019720799974379716§0.008923757877925256§0.03701603949330698§0.0§0.06338185298656805
SEQ_307§0.0§0.0§0.15642451367342367§0.0§0.04016717339167949
SEQ_308§0.0§0.0§0.17084100284195997§0.00179209386417398§0.01208555973230551
