§s_index§start§end
SEQ_076§1028§00:50:38,680§00:50:39,112
SEQ_076§1029§00:50:39,320§00:50:41,038
SEQ_076§1030§00:50:41,840§00:50:43,671
SEQ_077§1131§01:27:13,840§01:27:16,479
SEQ_077§1132§01:27:18,720§01:27:21,439
SEQ_077§1133§01:27:21,720§01:27:24,393
SEQ_077§1134§01:27:24,920§01:27:27,150
SEQ_077§1135§01:27:27,440§01:27:29,749
SEQ_077§1136§01:27:30,800§01:27:34,156
SEQ_077§1137§01:27:35,000§01:27:38,993
SEQ_077§1138§01:27:39,280§01:27:41,191
SEQ_077§1139§01:27:41,600§01:27:43,795
SEQ_077§1140§01:27:44,080§01:27:46,389
SEQ_077§1141§01:27:47,480§01:27:49,835
SEQ_077§1142§01:27:50,120§01:27:51,599
SEQ_077§1143§01:27:51,880§01:27:54,952
SEQ_077§1144§01:27:55,240§01:27:58,676
SEQ_078§203§00:20:22,447§00:20:24,403
SEQ_078§204§00:20:24,567§00:20:29,277
SEQ_078§205§00:20:29,607§00:20:33,361
SEQ_078§206§00:20:33,527§00:20:36,121
SEQ_078§207§00:20:36,487§00:20:37,761
SEQ_078§208§00:20:37,927§00:20:41,920
SEQ_078§209§00:20:42,087§00:20:45,363
SEQ_078§210§00:20:45,527§00:20:47,563
SEQ_078§211§00:20:47,727§00:20:50,161
SEQ_078§212§00:20:51,487§00:20:53,523
SEQ_078§213§00:20:53,687§00:20:58,442
SEQ_078§214§00:20:58,607§00:21:00,643
SEQ_078§215§00:21:00,807§00:21:04,083
SEQ_078§216§00:21:04,247§00:21:08,957
SEQ_079§398§00:28:09,799§00:28:11,175
SEQ_079§399§00:28:11,217§00:28:12,551
SEQ_079§400§00:28:12,593§00:28:14,637
SEQ_079§401§00:28:15,638§00:28:17,639
SEQ_079§402§00:28:17,681§00:28:20,684
SEQ_079§403§00:28:22,519§00:28:24,521
SEQ_079§404§00:28:24,604§00:28:27,524
SEQ_079§405§00:28:27,607§00:28:29,609
SEQ_079§406§00:28:29,650§00:28:32,737
SEQ_079§407§00:28:32,820§00:28:37,449
SEQ_080§1412§01:41:00,796§01:41:02,548
SEQ_080§1413§01:41:02,796§01:41:05,913
SEQ_080§1414§01:41:06,156§01:41:07,589
SEQ_080§1415§01:41:07,836§01:41:11,875
SEQ_080§1416§01:41:12,116§01:41:14,346
SEQ_080§1417§01:41:14,596§01:41:15,995
SEQ_080§1418§01:41:16,236§01:41:17,225
SEQ_080§1419§01:41:17,476§01:41:20,912
SEQ_080§1420§01:41:21,156§01:41:23,067
SEQ_081§41§00:07:55,171§00:07:58,931
SEQ_081§42§00:07:59,292§00:08:00,692
SEQ_081§43§00:08:00,892§00:08:02,412
SEQ_081§44§00:08:02,772§00:08:03,812
SEQ_081§45§00:08:04,011§00:08:05,331
SEQ_081§46§00:08:06,532§00:08:08,052
SEQ_081§47§00:08:08,772§00:08:10,812
SEQ_081§48§00:08:11,652§00:08:14,412
SEQ_081§49§00:08:14,732§00:08:16,692
SEQ_081§50§00:08:17,013§00:08:20,133
SEQ_081§51§00:08:20,412§00:08:24,412
SEQ_081§52§00:08:24,653§00:08:27,093
SEQ_081§53§00:08:29,213§00:08:31,213
SEQ_081§54§00:08:31,894§00:08:33,774
SEQ_081§55§00:08:35,254§00:08:37,214
SEQ_081§56§00:08:38,454§00:08:40,494
SEQ_081§57§00:08:40,814§00:08:42,854
SEQ_081§58§00:08:43,734§00:08:46,174
SEQ_081§59§00:08:46,334§00:08:50,014
SEQ_081§60§00:08:50,215§00:08:51,245
SEQ_081§61§00:08:51,454§00:08:54,454
SEQ_081§62§00:08:57,615§00:09:01,925
SEQ_081§63§00:09:02,135§00:09:05,165
SEQ_081§64§00:09:05,375§00:09:07,725
SEQ_081§65§00:09:12,776§00:09:15,046
SEQ_081§66§00:09:16,417§00:09:18,727
SEQ_081§67§00:09:19,256§00:09:21,406
SEQ_081§68§00:09:22,257§00:09:24,447
SEQ_081§69§00:09:28,497§00:09:29,687
SEQ_082§753§01:14:02,143§01:14:05,635
SEQ_082§754§01:14:05,748§01:14:07,613
SEQ_082§755§01:14:07,715§01:14:11,082
SEQ_082§756§01:14:12,053§01:14:15,181
SEQ_082§757§01:14:24,566§01:14:27,433
SEQ_082§758§01:14:29,404§01:14:31,429
SEQ_082§759§01:14:32,907§01:14:35,068
SEQ_082§760§01:14:36,411§01:14:38,038
SEQ_082§761§01:14:39,881§01:14:43,339
SEQ_082§762§01:14:44,619§01:14:46,416
SEQ_082§763§01:14:51,926§01:14:52,824
SEQ_082§764§01:14:54,495§01:14:59,091
SEQ_082§765§01:14:59,200§01:15:03,034
SEQ_082§766§01:15:03,137§01:15:04,798
SEQ_082§767§01:15:07,809§01:15:10,972
SEQ_082§768§01:15:12,948§01:15:14,848
SEQ_082§769§01:15:16,452§01:15:18,943
SEQ_082§770§01:15:19,654§01:15:21,713
SEQ_083§512§00:43:19,000§00:43:21,000
SEQ_083§513§00:43:21,000§00:43:27,000
SEQ_083§514§00:43:27,000§00:43:30,000
SEQ_083§515§00:43:30,000§00:43:32,000
SEQ_083§516§00:43:32,000§00:43:35,000
SEQ_083§517§00:43:35,000§00:43:38,000
SEQ_083§518§00:43:38,000§00:43:43,000
SEQ_083§519§00:43:43,000§00:43:44,000
SEQ_083§520§00:43:44,000§00:43:48,000
SEQ_083§521§00:43:48,000§00:43:50,000
SEQ_083§522§00:43:50,000§00:43:52,000
SEQ_083§523§00:43:55,000§00:43:58,000
SEQ_083§524§00:43:58,000§00:44:02,000
SEQ_083§525§00:44:02,000§00:44:04,000
SEQ_083§526§00:44:10,000§00:44:13,000
SEQ_083§527§00:44:13,000§00:44:17,000
SEQ_084§72§00:05:15,631§00:05:17,673
SEQ_084§73§00:05:17,874§00:05:19,995
SEQ_084§74§00:05:20,316§00:05:22,318
SEQ_084§75§00:05:24,780§00:05:26,222
SEQ_084§76§00:05:26,223§00:05:27,564
SEQ_084§77§00:05:27,764§00:05:29,502
SEQ_084§78§00:05:29,503§00:05:31,928
SEQ_084§79§00:05:32,288§00:05:34,030
SEQ_084§80§00:05:34,031§00:05:35,771
SEQ_084§81§00:05:35,891§00:05:38,814
SEQ_084§82§00:05:40,456§00:05:43,979
SEQ_084§83§00:05:43,980§00:05:44,860
SEQ_084§84§00:05:46,262§00:05:48,664
SEQ_085§1274§01:37:40,520§01:37:41,839
SEQ_085§1275§01:37:42,520§01:37:46,069
SEQ_085§1276§01:37:46,360§01:37:48,510
SEQ_085§1277§01:37:48,800§01:37:51,872
SEQ_085§1278§01:37:52,200§01:37:54,634
SEQ_085§1279§01:37:54,920§01:37:57,673
SEQ_085§1280§01:37:57,960§01:37:59,951
SEQ_085§1281§01:38:00,240§01:38:02,470
SEQ_085§1282§01:38:02,760§01:38:05,274
SEQ_085§1283§01:38:06,080§01:38:08,753
SEQ_085§1284§01:38:10,840§01:38:11,875
SEQ_086§354§00:28:28,120§00:28:31,874
SEQ_086§355§00:28:32,200§00:28:36,830
SEQ_086§356§00:28:37,120§00:28:40,908
SEQ_086§357§00:28:41,200§00:28:44,351
SEQ_086§358§00:28:44,680§00:28:47,433
SEQ_086§359§00:28:47,760§00:28:51,150
SEQ_086§360§00:28:52,200§00:28:53,235
SEQ_086§361§00:28:54,120§00:28:54,996
SEQ_086§362§00:28:55,480§00:28:58,836
SEQ_086§363§00:28:59,160§00:29:01,515
SEQ_086§364§00:29:01,800§00:29:02,835
SEQ_086§365§00:29:03,160§00:29:04,832
SEQ_086§366§00:29:05,160§00:29:09,153
SEQ_086§367§00:29:09,480§00:29:10,959
SEQ_086§368§00:29:11,240§00:29:12,958
SEQ_086§369§00:29:14,120§00:29:18,318
SEQ_086§370§00:29:19,080§00:29:21,355
SEQ_086§371§00:29:21,880§00:29:23,518
SEQ_086§372§00:29:24,120§00:29:26,111
SEQ_086§373§00:29:26,400§00:29:27,549
SEQ_086§374§00:29:29,760§00:29:31,876
SEQ_086§375§00:29:32,280§00:29:33,872
SEQ_086§376§00:29:34,160§00:29:39,439
SEQ_087§1460§01:56:23,920§01:56:25,751
SEQ_087§1461§01:56:26,080§01:56:28,071
SEQ_087§1462§01:56:28,400§01:56:30,960
SEQ_087§1463§01:56:31,240§01:56:32,673
SEQ_087§1464§01:56:33,320§01:56:35,675
SEQ_088§306§00:31:01,530§00:31:03,191
SEQ_088§307§00:31:04,532§00:31:06,693
SEQ_088§308§00:31:06,802§00:31:09,066
SEQ_088§309§00:31:10,604§00:31:13,698
SEQ_088§310§00:31:15,209§00:31:17,143
SEQ_088§311§00:31:17,245§00:31:19,406
SEQ_088§312§00:31:22,049§00:31:24,313
SEQ_088§313§00:31:24,418§00:31:27,683
SEQ_088§314§00:31:27,788§00:31:28,880
SEQ_088§315§00:31:28,990§00:31:32,050
SEQ_089§629§01:32:34,214§01:32:35,669
SEQ_089§630§01:32:37,553§01:32:39,269
SEQ_089§631§01:32:39,737§01:32:43,095
SEQ_089§632§01:32:45,758§01:32:46,777
SEQ_089§633§01:32:47,038§01:32:49,128
SEQ_089§634§01:32:50,563§01:32:52,139
SEQ_089§635§01:32:53,060§01:32:54,026
SEQ_089§636§01:32:54,400§01:32:55,649
SEQ_089§637§01:32:55,993§01:32:57,179
SEQ_089§638§01:32:57,678§01:32:58,881
SEQ_089§639§01:32:59,970§01:33:01,703
SEQ_090§200§00:11:56,480§00:11:59,392
SEQ_090§201§00:12:00,160§00:12:00,956
SEQ_090§202§00:12:01,160§00:12:03,390
SEQ_090§203§00:12:03,600§00:12:06,433
SEQ_090§204§00:12:06,760§00:12:07,556
SEQ_090§205§00:12:07,760§00:12:11,230
SEQ_090§206§00:12:11,560§00:12:13,198
SEQ_090§207§00:12:13,440§00:12:14,475
SEQ_090§208§00:12:15,000§00:12:17,036
SEQ_090§209§00:12:18,680§00:12:20,272
SEQ_090§210§00:12:20,480§00:12:21,310
SEQ_090§211§00:12:21,920§00:12:23,592
SEQ_090§212§00:12:23,840§00:12:24,590
SEQ_090§213§00:12:24,800§00:12:27,917
SEQ_090§214§00:12:28,280§00:12:28,951
SEQ_090§215§00:12:29,160§00:12:30,434
SEQ_090§216§00:12:30,640§00:12:32,392
SEQ_090§217§00:12:32,600§00:12:33,919
SEQ_090§218§00:12:34,120§00:12:35,189
SEQ_090§219§00:12:35,400§00:12:36,879
SEQ_090§220§00:12:37,080§00:12:38,229
SEQ_090§221§00:12:38,440§00:12:39,589
SEQ_090§222§00:12:39,800§00:12:41,597
SEQ_090§223§00:12:41,800§00:12:43,199
SEQ_090§224§00:12:43,400§00:12:44,674
SEQ_090§225§00:12:44,880§00:12:45,437
SEQ_090§226§00:12:45,640§00:12:46,709
SEQ_090§227§00:12:46,920§00:12:48,319
SEQ_090§228§00:12:48,640§00:12:49,231
SEQ_090§229§00:12:49,440§00:12:51,715
SEQ_090§230§00:12:51,920§00:12:52,716
SEQ_090§231§00:12:52,920§00:12:55,480
SEQ_090§232§00:12:55,680§00:12:57,272
SEQ_090§233§00:12:57,480§00:12:59,835
SEQ_090§234§00:13:00,040§00:13:01,871
SEQ_090§235§00:13:02,920§00:13:03,477
SEQ_090§236§00:13:04,800§00:13:06,358
SEQ_090§237§00:13:10,400§00:13:12,197
SEQ_090§238§00:13:12,880§00:13:15,474
SEQ_090§239§00:13:15,680§00:13:16,635
SEQ_090§240§00:13:16,960§00:13:19,758
SEQ_090§241§00:13:20,040§00:13:22,474
SEQ_090§242§00:13:22,680§00:13:23,829
SEQ_090§243§00:13:24,320§00:13:27,357
SEQ_090§244§00:13:27,560§00:13:30,154
SEQ_090§245§00:13:30,360§00:13:31,713
SEQ_091§378§00:37:40,395§00:37:42,022
SEQ_091§379§00:37:42,997§00:37:46,160
SEQ_091§380§00:37:46,267§00:37:50,101
SEQ_091§381§00:37:50,204§00:37:52,104
SEQ_091§382§00:37:53,475§00:37:55,807
SEQ_091§383§00:37:55,910§00:37:57,537
SEQ_091§384§00:37:57,645§00:38:01,081
SEQ_091§385§00:38:01,182§00:38:06,142
SEQ_091§386§00:38:06,588§00:38:09,989
SEQ_092§1283§01:33:57,592§01:34:01,273
SEQ_092§1284§01:34:02,507§01:34:04,877
SEQ_092§1285§01:34:05,810§01:34:08,683
SEQ_092§1286§01:34:11,532§01:34:13,028
SEQ_092§1287§01:34:14,106§01:34:17,131
SEQ_092§1288§01:34:17,792§01:34:18,557
SEQ_092§1289§01:34:19,751§01:34:20,701
SEQ_092§1290§01:34:21,057§01:34:24,159
SEQ_092§1291§01:34:24,782§01:34:27,502
SEQ_092§1292§01:34:27,739§01:34:30,809
SEQ_092§1293§01:34:31,618§01:34:32,382
SEQ_092§1294§01:34:33,077§01:34:34,530
SEQ_092§1295§01:34:34,767§01:34:38,066
SEQ_092§1296§01:34:39,145§01:34:40,248
SEQ_092§1297§01:34:40,758§01:34:42,408
SEQ_092§1298§01:34:43,178§01:34:46,782
SEQ_092§1299§01:34:47,863§01:34:48,704
SEQ_092§1300§01:34:51,242§01:34:53,274
SEQ_092§1301§01:34:53,969§01:34:55,651
SEQ_092§1302§01:34:56,158§01:34:57,840
SEQ_093§843§01:02:01,967§01:02:05,437
SEQ_093§844§01:02:05,607§01:02:06,676
SEQ_093§845§01:02:06,847§01:02:10,886
SEQ_093§846§01:02:11,127§01:02:14,915
SEQ_093§847§01:02:15,127§01:02:19,996
SEQ_093§848§01:02:20,247§01:02:22,920
SEQ_093§849§01:02:23,167§01:02:26,000
SEQ_093§850§01:02:26,167§01:02:30,080
SEQ_093§851§01:02:30,247§01:02:32,602
SEQ_093§852§01:02:32,847§01:02:37,602
SEQ_093§853§01:02:38,327§01:02:40,363
SEQ_093§854§01:02:40,607§01:02:43,838
SEQ_093§855§01:02:44,207§01:02:45,196
SEQ_093§856§01:02:45,447§01:02:48,405
SEQ_093§857§01:02:48,927§01:02:50,326
SEQ_094§1466§01:16:28,840§01:16:30,193
SEQ_094§1467§01:16:30,800§01:16:32,791
SEQ_094§1468§01:16:33,000§01:16:34,797
SEQ_094§1469§01:16:35,160§01:16:37,355
SEQ_094§1470§01:16:37,560§01:16:39,278
SEQ_094§1471§01:16:41,440§01:16:42,634
SEQ_094§1472§01:16:44,240§01:16:45,468
SEQ_094§1473§01:16:45,800§01:16:46,437
SEQ_094§1474§01:16:48,040§01:16:49,314
SEQ_094§1475§01:16:50,040§01:16:50,836
SEQ_094§1476§01:16:51,040§01:16:52,189
SEQ_094§1477§01:16:52,960§01:16:54,678
SEQ_094§1478§01:16:56,920§01:16:58,433
SEQ_095§1264§01:37:09,440§01:37:12,830
SEQ_095§1265§01:37:13,160§01:37:14,513
SEQ_095§1266§01:37:14,800§01:37:16,870
SEQ_095§1267§01:37:17,160§01:37:19,071
SEQ_095§1268§01:37:19,360§01:37:21,874
SEQ_095§1269§01:37:22,160§01:37:24,355
SEQ_095§1270§01:37:24,680§01:37:27,956
SEQ_095§1271§01:37:28,240§01:37:31,710
SEQ_095§1272§01:37:32,040§01:37:35,271
SEQ_095§1273§01:37:35,800§01:37:37,153
SEQ_096§527§00:36:42,018§00:36:46,272
SEQ_096§528§00:36:46,314§00:36:51,527
SEQ_096§529§00:36:51,611§00:36:54,155
SEQ_096§530§00:36:54,238§00:36:56,365
SEQ_096§531§00:36:56,448§00:36:59,618
SEQ_096§532§00:36:59,701§00:37:02,621
SEQ_096§533§00:37:02,704§00:37:04,623
SEQ_096§534§00:37:04,664§00:37:07,542
SEQ_096§535§00:37:07,625§00:37:09,961
SEQ_096§536§00:37:10,044§00:37:12,880
SEQ_096§537§00:37:12,963§00:37:14,298
SEQ_096§538§00:37:14,381§00:37:17,676
SEQ_096§539§00:37:17,760§00:37:19,720
SEQ_096§540§00:37:19,803§00:37:24,224
SEQ_096§541§00:37:24,307§00:37:27,393
SEQ_096§542§00:37:28,436§00:37:31,856
SEQ_096§543§00:37:34,024§00:37:35,693
SEQ_096§544§00:37:35,734§00:37:37,111
SEQ_096§545§00:37:38,153§00:37:40,238
SEQ_096§546§00:37:40,280§00:37:43,033
SEQ_096§547§00:37:43,074§00:37:47,245
SEQ_096§548§00:37:47,287§00:37:50,414
SEQ_096§549§00:37:50,498§00:37:53,501
SEQ_096§550§00:37:53,584§00:37:56,211
SEQ_096§551§00:37:57,838§00:37:59,673
SEQ_096§552§00:37:59,756§00:38:02,551
SEQ_096§553§00:38:02,592§00:38:04,719
SEQ_096§554§00:38:04,803§00:38:06,888
SEQ_097§883§00:48:14,754§00:48:16,476
SEQ_097§884§00:48:16,477§00:48:18,698
SEQ_097§885§00:48:18,758§00:48:20,280
SEQ_097§886§00:48:20,281§00:48:22,001
SEQ_097§887§00:48:24,524§00:48:26,887
SEQ_097§888§00:48:27,027§00:48:28,728
SEQ_097§889§00:48:28,729§00:48:30,129
SEQ_097§890§00:48:30,329§00:48:34,214
SEQ_097§891§00:48:34,613§00:48:36,856
SEQ_097§892§00:48:37,216§00:48:39,078
SEQ_097§893§00:48:39,079§00:48:40,940
SEQ_097§894§00:48:41,260§00:48:43,703
SEQ_097§895§00:48:44,183§00:48:45,945
SEQ_097§896§00:48:45,946§00:48:47,706
SEQ_097§897§00:48:47,907§00:48:50,470
SEQ_098§444§00:34:13,120§00:34:16,400
SEQ_098§445§00:34:16,640§00:34:18,560
SEQ_098§446§00:34:20,560§00:34:24,400
SEQ_098§447§00:34:25,120§00:34:28,960
SEQ_098§448§00:34:29,200§00:34:33,600
SEQ_098§449§00:34:33,840§00:34:36,720
SEQ_098§450§00:34:36,960§00:34:40,880
SEQ_098§451§00:34:41,120§00:34:45,600
SEQ_098§452§00:34:45,840§00:34:48,960
SEQ_098§453§00:34:49,120§00:34:53,840
SEQ_098§454§00:34:54,000§00:34:57,440
SEQ_099§820§00:40:56,480§00:40:59,472
SEQ_099§821§00:41:01,600§00:41:03,556
SEQ_099§822§00:41:06,360§00:41:09,238
SEQ_099§823§00:41:09,840§00:41:10,955
SEQ_099§824§00:41:11,280§00:41:15,637
SEQ_099§825§00:41:15,840§00:41:17,671
SEQ_099§826§00:41:17,880§00:41:19,757
SEQ_099§827§00:41:22,040§00:41:24,918
SEQ_099§828§00:41:25,120§00:41:26,838
SEQ_099§829§00:41:27,040§00:41:29,235
SEQ_099§830§00:41:29,440§00:41:31,112
SEQ_099§831§00:41:32,600§00:41:34,511
SEQ_099§832§00:41:34,720§00:41:35,596
SEQ_099§833§00:41:35,800§00:41:37,631
SEQ_099§834§00:41:37,840§00:41:40,638
SEQ_099§835§00:41:40,840§00:41:42,398
SEQ_100§418§00:33:08,420§00:33:10,756
SEQ_100§419§00:33:12,106§00:33:15,284
SEQ_100§420§00:33:16,139§00:33:17,438
SEQ_100§421§00:33:18,866§00:33:20,548
SEQ_100§422§00:33:25,087§00:33:27,807
SEQ_100§423§00:33:30,118§00:33:33,417
SEQ_100§424§00:33:34,573§00:33:38,330
SEQ_100§425§00:33:39,604§00:33:42,826
SEQ_100§426§00:33:43,291§00:33:45,202
SEQ_100§427§00:33:46,709§00:33:47,582
SEQ_100§428§00:33:49,320§00:33:50,161
SEQ_100§429§00:33:50,818§00:33:53,461
SEQ_100§430§00:33:55,849§00:33:56,646
SEQ_100§431§00:33:58,230§00:34:00,644
SEQ_100§432§00:34:00,995§00:34:04,906
SEQ_100§433§00:34:06,141§00:34:08,019
SEQ_100§434§00:34:10,442§00:34:11,741
SEQ_100§435§00:34:11,979§00:34:14,163
SEQ_100§436§00:34:14,821§00:34:15,814
SEQ_100§437§00:34:16,165§00:34:19,922
SEQ_100§438§00:34:21,464§00:34:23,299
SEQ_100§439§00:34:25,036§00:34:27,909
SEQ_100§440§00:34:29,261§00:34:31,172
SEQ_100§441§00:34:32,218§00:34:36,128
SEQ_100§442§00:34:37,325§00:34:40,012
SEQ_100§443§00:34:40,667§00:34:42,808
SEQ_100§444§00:34:44,699§00:34:45,725
SEQ_100§445§00:34:49,154§00:34:50,300
SEQ_101§239§00:31:16,741§00:31:19,021
SEQ_101§240§00:31:20,941§00:31:24,061
SEQ_101§241§00:31:25,661§00:31:29,101
SEQ_101§242§00:31:31,822§00:31:35,422
SEQ_101§243§00:31:36,062§00:31:40,262
SEQ_101§244§00:31:41,503§00:31:44,063
SEQ_101§245§00:31:44,502§00:31:46,942
SEQ_101§246§00:31:47,143§00:31:48,703
SEQ_101§247§00:31:48,903§00:31:51,663
SEQ_101§248§00:31:52,423§00:31:54,333
SEQ_101§249§00:31:55,383§00:31:57,663
SEQ_101§250§00:32:01,584§00:32:02,734
SEQ_101§251§00:32:02,984§00:32:04,984
SEQ_101§252§00:32:04,984§00:32:06,204
SEQ_101§253§00:32:06,584§00:32:08,654
SEQ_101§254§00:32:08,864§00:32:10,424
SEQ_101§255§00:32:12,304§00:32:14,304
SEQ_102§522§01:22:23,541§01:22:27,094
SEQ_102§523§01:22:29,185§01:22:31,140
SEQ_102§524§01:22:33,803§01:22:37,348
SEQ_102§525§01:22:38,857§01:22:40,605
SEQ_102§526§01:22:41,625§01:22:44,988
SEQ_102§527§01:22:46,507§01:22:49,874
SEQ_102§528§01:22:51,360§01:22:52,648
SEQ_102§529§01:22:54,041§01:22:56,299
SEQ_103§1129§01:21:34,200§01:21:36,680
SEQ_103§1130§01:21:36,720§01:21:37,600
SEQ_103§1131§01:21:40,080§01:21:42,520
SEQ_103§1132§01:21:42,560§01:21:45,800
SEQ_103§1133§01:21:46,600§01:21:48,560
SEQ_103§1134§01:21:48,600§01:21:51,480
SEQ_103§1135§01:21:54,400§01:21:55,480
SEQ_103§1136§01:21:56,400§01:21:57,600
SEQ_103§1137§01:21:58,920§01:22:01,280
SEQ_103§1138§01:22:01,400§01:22:02,800
SEQ_103§1139§01:22:03,200§01:22:06,920
SEQ_103§1140§01:22:07,200§01:22:09,560
SEQ_103§1141§01:22:09,600§01:22:13,560
SEQ_103§1142§01:22:13,600§01:22:15,400
SEQ_103§1143§01:22:16,000§01:22:21,400
SEQ_103§1144§01:22:21,600§01:22:25,720
SEQ_104§316§00:32:13,534§00:32:16,833
SEQ_104§317§00:32:17,905§00:32:20,203
SEQ_104§318§00:32:20,307§00:32:22,969
SEQ_104§319§00:32:23,077§00:32:25,568
SEQ_104§320§00:32:25,679§00:32:27,579
SEQ_104§321§00:32:27,681§00:32:32,414
SEQ_104§322§00:32:32,520§00:32:35,216
SEQ_104§323§00:32:35,322§00:32:39,190
SEQ_105§933§00:57:28,847§00:57:29,962
SEQ_105§934§00:57:30,367§00:57:34,918
SEQ_105§935§00:57:36,687§00:57:38,325
SEQ_105§936§00:57:42,647§00:57:44,763
SEQ_105§937§00:57:46,527§00:57:49,678
SEQ_105§938§00:57:50,087§00:57:52,396
SEQ_105§939§00:57:52,807§00:57:54,877
SEQ_105§940§00:57:55,287§00:57:57,847
SEQ_105§941§00:57:58,247§00:58:00,283
SEQ_105§942§00:58:04,607§00:58:05,642
SEQ_105§943§00:58:05,847§00:58:10,602
SEQ_105§944§00:58:10,807§00:58:12,081
SEQ_105§945§00:58:12,487§00:58:16,196
SEQ_105§946§00:58:16,607§00:58:17,926
SEQ_105§947§00:58:18,327§00:58:19,646
SEQ_105§948§00:58:20,047§00:58:21,526
SEQ_105§949§00:58:23,007§00:58:25,999
SEQ_105§950§00:58:26,407§00:58:28,523
SEQ_105§951§00:58:28,727§00:58:30,922
SEQ_106§621§00:46:01,480§00:46:03,755
SEQ_106§622§00:46:04,040§00:46:08,830
SEQ_106§623§00:46:09,240§00:46:12,232
SEQ_106§624§00:46:12,880§00:46:16,316
SEQ_106§625§00:46:16,600§00:46:18,989
SEQ_106§626§00:46:20,960§00:46:24,839
SEQ_106§627§00:46:25,120§00:46:27,680
SEQ_106§628§00:46:27,960§00:46:30,952
SEQ_107§1165§01:26:55,400§01:26:57,120
SEQ_107§1166§01:26:57,400§01:26:59,680
SEQ_107§1167§01:27:00,280§01:27:02,480
SEQ_107§1168§01:27:02,800§01:27:06,040
SEQ_107§1169§01:27:08,600§01:27:09,840
SEQ_107§1170§01:27:12,000§01:27:14,240
SEQ_107§1171§01:27:15,600§01:27:16,760
SEQ_107§1172§01:27:18,600§01:27:22,320
SEQ_107§1173§01:27:22,840§01:27:24,960
SEQ_107§1174§01:27:25,000§01:27:28,800
SEQ_107§1175§01:27:28,840§01:27:31,560
SEQ_107§1176§01:27:31,680§01:27:34,720
SEQ_107§1177§01:27:35,080§01:27:36,240
SEQ_107§1178§01:27:36,720§01:27:40,200
SEQ_107§1179§01:27:40,240§01:27:42,240
SEQ_108§290§00:19:59,725§00:20:02,227
SEQ_108§291§00:20:02,310§00:20:05,647
SEQ_108§292§00:20:05,730§00:20:08,733
SEQ_108§293§00:20:08,816§00:20:11,068
SEQ_108§294§00:20:11,110§00:20:13,070
SEQ_108§295§00:20:13,154§00:20:16,156
SEQ_108§296§00:20:16,240§00:20:21,995
SEQ_108§297§00:20:22,120§00:20:24,247
SEQ_108§298§00:20:24,331§00:20:25,707
SEQ_108§299§00:20:25,790§00:20:29,794
SEQ_108§300§00:20:29,877§00:20:33,631
SEQ_108§301§00:20:33,714§00:20:37,176
SEQ_108§302§00:20:38,844§00:20:41,471
SEQ_108§303§00:20:42,722§00:20:44,849
SEQ_108§304§00:20:44,891§00:20:47,310
SEQ_108§305§00:20:47,393§00:20:49,562
SEQ_108§306§00:20:50,938§00:20:53,649
SEQ_108§307§00:20:53,691§00:20:55,693
SEQ_108§308§00:20:55,776§00:20:58,529
SEQ_108§309§00:20:58,570§00:21:02,074
SEQ_109§554§00:42:46,927§00:42:50,078
SEQ_109§555§00:42:50,247§00:42:53,398
SEQ_109§556§00:42:53,567§00:42:56,320
SEQ_109§557§00:42:56,487§00:42:58,796
SEQ_109§558§00:42:58,967§00:43:01,003
SEQ_109§559§00:43:01,167§00:43:03,727
SEQ_109§560§00:43:03,887§00:43:07,402
SEQ_109§561§00:43:07,567§00:43:10,206
SEQ_110§730§00:52:36,280§00:52:38,077
SEQ_110§731§00:52:38,360§00:52:39,509
SEQ_110§732§00:52:39,880§00:52:41,632
SEQ_110§733§00:52:43,680§00:52:47,389
SEQ_110§734§00:52:48,000§00:52:51,037
SEQ_110§735§00:52:51,320§00:52:53,390
SEQ_110§736§00:52:53,680§00:52:55,193
SEQ_110§737§00:52:58,800§00:53:02,110
SEQ_110§738§00:53:02,440§00:53:06,035
SEQ_110§739§00:53:06,560§00:53:08,391
SEQ_110§740§00:53:08,680§00:53:11,558
SEQ_110§741§00:53:12,440§00:53:14,476
SEQ_110§742§00:53:19,680§00:53:21,910
SEQ_110§743§00:53:22,320§00:53:25,278
SEQ_110§744§00:53:25,600§00:53:27,989
SEQ_110§745§00:53:28,880§00:53:32,031
SEQ_111§1315§01:11:05,415§01:11:07,117
SEQ_111§1316§01:11:07,118§01:11:08,919
SEQ_111§1317§01:11:10,541§01:11:12,982
SEQ_111§1318§01:11:13,303§01:11:15,645
SEQ_111§1319§01:11:15,726§01:11:18,008
SEQ_111§1320§01:11:18,009§01:11:19,889
SEQ_111§1321§01:11:20,350§01:11:21,932
SEQ_111§1322§01:11:21,933§01:11:23,313
SEQ_111§1323§01:11:23,512§01:11:25,755
SEQ_112§162§00:14:54,206§00:14:55,199
SEQ_112§163§00:14:58,814§00:14:59,688
SEQ_112§164§00:15:01,502§00:15:03,305
SEQ_112§165§00:15:03,653§00:15:07,487
SEQ_112§166§00:15:07,993§00:15:11,062
SEQ_112§167§00:15:11,680§00:15:14,366
SEQ_112§168§00:15:14,905§00:15:18,510
SEQ_112§169§00:15:22,625§00:15:24,197
SEQ_112§170§00:15:25,851§00:15:27,379
SEQ_112§171§00:15:29,998§00:15:30,872
SEQ_112§172§00:15:32,072§00:15:35,142
SEQ_112§173§00:15:35,797§00:15:36,594
SEQ_112§174§00:15:39,369§00:15:40,210
