§s_index§start§end
SEQ_014§539§00:42:00,741§00:42:01,690
SEQ_014§540§00:42:01,931§00:42:04,345
SEQ_014§541§00:42:04,812§00:42:05,915
SEQ_014§542§00:42:06,463§00:42:08,265
SEQ_014§543§00:42:09,382§00:42:11,796
SEQ_015§542§00:55:35,637§00:55:37,662
SEQ_015§543§00:55:37,772§00:55:39,899
SEQ_015§544§00:55:40,008§00:55:42,101
SEQ_015§545§00:55:42,210§00:55:44,440
SEQ_015§546§00:55:44,546§00:55:47,037
SEQ_015§547§00:55:47,148§00:55:49,139
SEQ_015§548§00:55:49,249§00:55:52,514
SEQ_015§549§00:55:52,620§00:55:56,579
SEQ_015§550§00:55:56,691§00:55:58,386
SEQ_015§551§00:55:58,493§00:56:01,758
SEQ_015§552§00:56:01,863§00:56:06,061
SEQ_015§553§00:56:06,167§00:56:07,794
SEQ_015§554§00:56:13,107§00:56:14,074
SEQ_016§782§00:56:25,490§00:56:26,942
SEQ_016§783§00:56:27,218§00:56:28,288
SEQ_016§784§00:56:31,903§00:56:32,590
SEQ_016§785§00:56:32,863§00:56:34,130
SEQ_016§786§00:56:34,937§00:56:35,963
SEQ_016§787§00:56:36,588§00:56:38,958
SEQ_016§788§00:56:39,200§00:56:40,620
SEQ_016§789§00:56:40,851§00:56:42,304
SEQ_016§790§00:56:42,810§00:56:45,027
SEQ_016§791§00:56:45,306§00:56:46,911
SEQ_016§792§00:56:47,610§00:56:49,904
SEQ_016§793§00:56:50,183§00:56:54,061
SEQ_016§794§00:56:54,485§00:56:56,854
SEQ_016§795§00:56:58,095§00:56:58,968
SEQ_016§796§00:57:00,668§00:57:01,388
SEQ_016§797§00:57:02,665§00:57:05,461
SEQ_016§798§00:57:05,699§00:57:08,615
SEQ_016§799§00:57:09,002§00:57:11,143
SEQ_016§800§00:57:11,575§00:57:14,141
SEQ_016§801§00:57:14,493§00:57:16,525
SEQ_016§802§00:57:17,258§00:57:19,213
SEQ_016§803§00:57:19,447§00:57:21,817
SEQ_016§804§00:57:23,250§00:57:24,046
SEQ_016§805§00:57:24,286§00:57:26,930
SEQ_016§806§00:57:27,244§00:57:28,347
SEQ_016§807§00:57:31,430§00:57:33,614
SEQ_016§808§00:57:34,118§00:57:35,920
SEQ_017§683§01:36:35,110§01:36:36,637
SEQ_017§684§01:36:39,551§01:36:42,687
SEQ_017§685§01:36:43,939§01:36:46,154
SEQ_017§686§01:36:48,382§01:36:49,269
SEQ_017§687§01:36:50,816§01:36:51,782
SEQ_017§688§01:36:53,403§01:36:55,544
SEQ_017§689§01:36:56,885§01:36:57,805
SEQ_017§690§01:37:00,910§01:37:03,297
SEQ_017§691§01:37:05,151§01:37:06,789
SEQ_017§692§01:37:07,775§01:37:10,074
SEQ_017§693§01:37:12,268§01:37:13,655
SEQ_017§694§01:37:14,433§01:37:15,296
SEQ_017§695§01:37:15,682§01:37:16,858
SEQ_017§696§01:37:17,898§01:37:19,051
SEQ_017§697§01:37:19,861§01:37:21,048
SEQ_017§698§01:37:22,409§01:37:23,701
SEQ_017§699§01:37:24,782§01:37:26,430
SEQ_017§700§01:37:28,859§01:37:31,085
SEQ_017§701§01:37:34,277§01:37:35,496
SEQ_017§702§01:37:36,617§01:37:37,991
SEQ_017§703§01:37:39,442§01:37:42,875
SEQ_017§704§01:37:43,828§01:37:45,355
SEQ_017§705§01:37:45,792§01:37:47,121
SEQ_017§706§01:37:49,770§01:37:52,031
SEQ_017§707§01:37:56,067§01:37:57,300
SEQ_017§708§01:38:00,532§01:38:01,466
SEQ_017§709§01:38:02,777§01:38:05,553
SEQ_017§710§01:38:07,177§01:38:08,881
SEQ_017§711§01:38:09,951§01:38:10,544
SEQ_017§712§01:38:11,064§01:38:12,626
SEQ_018§479§00:50:48,516§00:50:50,143
SEQ_018§480§00:50:52,720§00:50:55,655
SEQ_018§481§00:50:55,757§00:50:57,725
SEQ_018§482§00:51:00,162§00:51:02,756
SEQ_018§483§00:51:07,936§00:51:10,530
SEQ_018§484§00:51:10,639§00:51:11,799
SEQ_018§485§00:51:11,906§00:51:13,271
SEQ_018§486§00:51:13,374§00:51:14,739
SEQ_018§487§00:51:14,843§00:51:18,472
SEQ_018§488§00:51:18,580§00:51:20,605
SEQ_018§489§00:51:20,714§00:51:23,706
SEQ_018§490§00:51:24,885§00:51:26,512
SEQ_018§491§00:51:26,620§00:51:29,180
SEQ_018§492§00:51:29,290§00:51:31,918
SEQ_018§493§00:51:32,026§00:51:35,462
SEQ_018§494§00:51:35,563§00:51:38,999
SEQ_018§495§00:51:39,099§00:51:40,566
SEQ_018§496§00:51:40,668§00:51:43,228
SEQ_018§497§00:51:43,337§00:51:48,070
SEQ_018§498§00:51:48,176§00:51:50,041
SEQ_018§499§00:51:54,748§00:51:56,375
SEQ_019§56§00:09:47,220§00:09:50,849
SEQ_019§57§00:09:52,459§00:09:55,292
SEQ_019§58§00:09:57,497§00:10:00,660
SEQ_019§59§00:10:00,768§00:10:02,235
SEQ_019§60§00:10:04,438§00:10:07,236
SEQ_019§61§00:10:07,340§00:10:09,900
SEQ_019§62§00:10:11,312§00:10:14,770
SEQ_019§63§00:10:14,882§00:10:18,909
SEQ_019§64§00:10:19,020§00:10:21,318
SEQ_019§65§00:10:21,422§00:10:23,788
SEQ_019§66§00:10:23,890§00:10:26,358
SEQ_019§67§00:10:26,460§00:10:29,395
SEQ_019§68§00:10:29,497§00:10:33,763
SEQ_019§69§00:10:33,868§00:10:35,836
SEQ_020§289§00:15:14,458§00:15:16,620
SEQ_020§290§00:15:16,860§00:15:18,768
SEQ_020§291§00:15:18,769§00:15:19,982
SEQ_020§292§00:15:20,303§00:15:24,067
SEQ_020§293§00:15:24,427§00:15:26,415
SEQ_020§294§00:15:26,416§00:15:27,830
SEQ_020§295§00:15:27,830§00:15:31,314
SEQ_020§296§00:15:31,514§00:15:33,714
SEQ_020§297§00:15:33,715§00:15:35,678
SEQ_020§298§00:15:35,918§00:15:38,601
SEQ_020§299§00:15:38,801§00:15:41,184
SEQ_020§300§00:15:41,483§00:15:44,247
SEQ_020§301§00:15:44,446§00:15:46,054
SEQ_020§302§00:15:46,055§00:15:48,490
SEQ_020§303§00:15:48,851§00:15:52,054
SEQ_020§304§00:15:52,254§00:15:53,996
SEQ_020§305§00:15:53,997§00:15:55,738
SEQ_020§306§00:15:55,978§00:15:58,621
SEQ_020§307§00:15:58,701§00:16:00,483
SEQ_020§308§00:16:00,484§00:16:01,864
SEQ_020§309§00:16:02,064§00:16:04,826
SEQ_020§310§00:16:04,987§00:16:07,589
SEQ_021§387§00:27:02,070§00:27:03,155
SEQ_021§388§00:27:07,450§00:27:10,620
SEQ_021§389§00:27:16,292§00:27:19,586
SEQ_021§390§00:27:19,670§00:27:21,213
SEQ_021§391§00:27:22,297§00:27:23,548
SEQ_021§392§00:27:23,632§00:27:26,468
SEQ_021§393§00:27:26,551§00:27:27,969
SEQ_021§394§00:27:33,432§00:27:34,850
SEQ_022§151§00:33:09,919§00:33:15,879
SEQ_022§152§00:33:16,116§00:33:19,217
SEQ_022§153§00:33:19,547§00:33:20,152
SEQ_022§154§00:33:20,372§00:33:23,059
SEQ_022§155§00:33:23,059§00:33:24,724
SEQ_022§156§00:33:24,927§00:33:26,144
SEQ_022§157§00:33:26,720§00:33:29,282
SEQ_022§158§00:33:29,827§00:33:32,290
SEQ_022§159§00:33:34,463§00:33:35,426
SEQ_022§160§00:33:36,004§00:33:36,835
SEQ_022§161§00:33:37,159§00:33:38,644
SEQ_022§162§00:33:40,731§00:33:42,604
SEQ_022§163§00:33:43,699§00:33:45,614
SEQ_022§164§00:33:46,799§00:33:50,106
SEQ_022§165§00:33:51,230§00:33:54,694
SEQ_023§123§00:12:10,487§00:12:12,045
SEQ_023§124§00:12:12,727§00:12:16,322
SEQ_023§125§00:12:16,487§00:12:19,320
SEQ_023§126§00:12:19,487§00:12:23,162
SEQ_023§127§00:12:23,327§00:12:26,399
SEQ_023§128§00:12:26,567§00:12:30,401
SEQ_023§129§00:12:30,567§00:12:33,161
SEQ_023§130§00:12:33,367§00:12:34,356
SEQ_023§131§00:12:34,527§00:12:39,203
SEQ_023§132§00:12:39,367§00:12:43,838
SEQ_023§133§00:12:44,007§00:12:45,759
SEQ_023§134§00:12:47,447§00:12:48,846
SEQ_023§135§00:12:49,087§00:12:54,719
SEQ_023§136§00:12:54,887§00:12:58,402
SEQ_023§137§00:12:58,567§00:13:02,082
SEQ_023§138§00:13:02,327§00:13:03,885
SEQ_023§139§00:13:04,687§00:13:08,965
SEQ_023§140§00:13:10,127§00:13:14,917
SEQ_023§141§00:13:15,087§00:13:18,841
SEQ_023§142§00:13:20,487§00:13:23,047
SEQ_024§1047§01:17:22,881§01:17:25,050
SEQ_024§1048§01:17:26,509§01:17:29,470
SEQ_024§1049§01:17:29,512§01:17:32,431
SEQ_024§1050§01:17:32,515§01:17:34,391
SEQ_024§1051§01:17:34,475§01:17:37,436
SEQ_024§1052§01:17:37,478§01:17:39,396
SEQ_024§1053§01:17:39,438§01:17:41,857
SEQ_024§1054§01:17:43,233§01:17:45,735
SEQ_024§1055§01:17:45,819§01:17:47,362
SEQ_024§1056§01:17:47,403§01:17:49,322
SEQ_024§1057§01:17:51,240§01:17:53,242
SEQ_024§1058§01:17:53,325§01:17:55,160
SEQ_024§1059§01:17:55,953§01:17:57,996
SEQ_025§153§00:08:59,250§00:09:00,981
SEQ_025§154§00:09:00,982§00:09:02,092
SEQ_025§155§00:09:02,253§00:09:03,909
SEQ_025§156§00:09:03,910§00:09:05,896
SEQ_025§157§00:09:06,258§00:09:08,859
SEQ_025§158§00:09:08,980§00:09:10,381
SEQ_025§159§00:09:10,382§00:09:11,782
SEQ_025§160§00:09:12,863§00:09:15,427
SEQ_025§161§00:09:15,586§00:09:17,488
SEQ_025§162§00:09:17,489§00:09:19,430
SEQ_025§163§00:09:19,830§00:09:22,417
SEQ_025§164§00:09:22,418§00:09:23,835
SEQ_025§165§00:09:24,155§00:09:25,065
SEQ_025§166§00:09:25,066§00:09:27,358
SEQ_025§167§00:09:27,558§00:09:28,370
SEQ_025§168§00:09:28,371§00:09:30,168
SEQ_025§169§00:09:30,169§00:09:31,482
SEQ_025§170§00:09:31,842§00:09:35,326
SEQ_025§171§00:09:35,686§00:09:36,565
SEQ_025§172§00:09:36,566§00:09:38,648
SEQ_025§173§00:09:39,010§00:09:40,850
SEQ_025§174§00:09:41,932§00:09:44,414
SEQ_025§175§00:09:44,575§00:09:46,537
SEQ_025§176§00:09:46,756§00:09:47,385
SEQ_025§177§00:09:47,386§00:09:49,500
SEQ_025§178§00:09:49,699§00:09:52,502
SEQ_025§179§00:09:52,703§00:09:55,425
SEQ_025§180§00:09:55,785§00:09:57,687
SEQ_025§181§00:09:57,688§00:09:59,589
SEQ_025§182§00:09:59,829§00:10:02,352
SEQ_025§183§00:10:03,594§00:10:05,996
SEQ_025§184§00:10:06,676§00:10:10,480
SEQ_026§613§01:31:44,403§01:31:45,593
SEQ_026§614§01:31:46,943§01:31:48,259
SEQ_026§615§01:31:48,753§01:31:50,490
SEQ_026§616§01:31:51,371§01:31:55,468
SEQ_026§617§01:31:56,279§01:31:59,433
SEQ_026§618§01:32:04,613§01:32:07,350
SEQ_026§619§01:32:08,598§01:32:11,603
SEQ_026§620§01:32:12,036§01:32:14,822
SEQ_026§621§01:32:15,784§01:32:18,590
SEQ_026§622§01:32:19,245§01:32:21,185
SEQ_026§623§01:32:21,506§01:32:24,055
SEQ_026§624§01:32:24,397§01:32:26,853
SEQ_026§625§01:32:27,480§01:32:30,008
SEQ_026§626§01:32:31,121§01:32:34,740
SEQ_026§627§01:32:35,034§01:32:38,248
SEQ_026§628§01:32:38,923§01:32:41,393
SEQ_026§629§01:32:41,888§01:32:44,044
SEQ_026§630§01:32:46,868§01:32:48,668
SEQ_026§631§01:32:48,834§01:32:50,568
SEQ_026§632§01:32:51,123§01:32:53,652
SEQ_026§633§01:32:54,576§01:32:56,613
SEQ_026§634§01:32:57,334§01:32:59,400
SEQ_026§635§01:32:59,975§01:33:02,422
SEQ_026§636§01:33:03,201§01:33:06,198
SEQ_026§637§01:33:06,817§01:33:07,924
SEQ_026§638§01:33:08,300§01:33:10,432
SEQ_026§639§01:33:13,435§01:33:15,225
SEQ_026§640§01:33:15,901§01:33:17,774
SEQ_026§641§01:33:23,808§01:33:27,432
SEQ_026§642§01:33:28,023§01:33:29,651
SEQ_027§10§00:03:09,047§00:03:10,958
SEQ_027§11§00:03:13,727§00:03:16,958
SEQ_027§12§00:03:17,127§00:03:19,721
SEQ_027§13§00:03:19,967§00:03:23,118
SEQ_027§14§00:03:25,647§00:03:28,400
SEQ_027§15§00:03:28,567§00:03:33,721
SEQ_027§16§00:03:35,167§00:03:37,158
SEQ_027§17§00:03:37,327§00:03:40,239
SEQ_027§18§00:03:40,567§00:03:42,558
SEQ_027§19§00:03:42,847§00:03:45,441
SEQ_027§20§00:03:47,007§00:03:51,478
SEQ_027§21§00:03:53,047§00:03:56,084
SEQ_027§22§00:03:56,247§00:03:57,839
SEQ_027§23§00:03:58,007§00:04:02,762
SEQ_027§9§00:03:02,727§00:03:04,797
SEQ_028§622§00:32:32,833§00:32:34,394
SEQ_028§623§00:32:34,615§00:32:35,867
SEQ_028§624§00:32:35,868§00:32:37,357
SEQ_028§625§00:32:37,398§00:32:38,798
SEQ_028§626§00:32:38,959§00:32:40,801
SEQ_028§627§00:32:40,961§00:32:42,921
SEQ_028§628§00:32:42,922§00:32:44,165
SEQ_028§629§00:32:44,324§00:32:44,974
SEQ_028§630§00:32:44,975§00:32:46,807
SEQ_028§631§00:32:47,527§00:32:48,928
SEQ_029§346§01:02:12,206§01:02:14,744
SEQ_029§347§01:02:15,549§01:02:18,294
SEQ_029§348§01:02:18,809§01:02:20,932
SEQ_029§349§01:02:21,293§01:02:23,836
SEQ_029§350§01:02:25,396§01:02:26,098
SEQ_029§351§01:02:31,196§01:02:35,972
SEQ_029§352§01:02:40,265§01:02:41,545
SEQ_029§353§01:02:43,008§01:02:46,017
SEQ_029§354§01:02:46,298§01:02:48,240
SEQ_029§355§01:02:48,999§01:02:52,024
SEQ_029§356§01:02:52,349§01:02:53,522
SEQ_029§357§01:02:55,032§01:02:59,167
SEQ_029§358§01:03:00,712§01:03:01,449
SEQ_029§359§01:03:04,540§01:03:05,473
SEQ_029§360§01:03:05,797§01:03:07,031
SEQ_029§361§01:03:07,279§01:03:08,254
SEQ_029§362§01:03:14,065§01:03:15,472
SEQ_029§363§01:03:15,737§01:03:16,843
SEQ_029§364§01:03:17,394§01:03:18,567
SEQ_029§365§01:03:22,522§01:03:25,453
SEQ_029§366§01:03:26,130§01:03:27,296
SEQ_029§367§01:03:28,404§01:03:32,046
SEQ_029§368§01:03:33,005§01:03:35,610
SEQ_029§369§01:03:38,154§01:03:39,557
SEQ_029§370§01:03:45,536§01:03:46,938
SEQ_029§371§01:03:48,094§01:03:50,093
SEQ_029§372§01:03:50,539§01:03:53,522
SEQ_030§247§00:25:53,087§00:25:54,714
SEQ_030§248§00:25:57,525§00:26:00,119
SEQ_030§249§00:26:01,663§00:26:05,292
SEQ_030§250§00:26:05,400§00:26:07,300
SEQ_030§251§00:26:07,401§00:26:10,928
SEQ_030§252§00:26:14,909§00:26:16,900
SEQ_030§253§00:26:17,010§00:26:18,637
SEQ_031§837§00:42:01,760§00:42:02,795
SEQ_031§838§00:42:03,040§00:42:04,837
SEQ_031§839§00:42:05,400§00:42:07,118
SEQ_031§840§00:42:07,600§00:42:08,510
SEQ_031§841§00:42:08,720§00:42:10,358
SEQ_031§842§00:42:10,560§00:42:12,790
SEQ_031§843§00:42:14,400§00:42:15,992
SEQ_031§844§00:42:18,840§00:42:19,431
SEQ_031§845§00:42:19,920§00:42:20,989
SEQ_031§846§00:42:21,360§00:42:22,315
SEQ_031§847§00:42:22,520§00:42:23,430
SEQ_031§848§00:42:23,760§00:42:24,158
SEQ_031§849§00:42:24,360§00:42:25,395
SEQ_031§850§00:42:25,600§00:42:26,589
SEQ_031§851§00:42:26,800§00:42:28,995
SEQ_031§852§00:42:29,200§00:42:30,428
SEQ_031§853§00:42:30,840§00:42:31,989
SEQ_031§854§00:42:32,200§00:42:33,758
SEQ_031§855§00:42:33,960§00:42:35,234
SEQ_031§856§00:42:35,440§00:42:36,156
SEQ_031§857§00:42:36,360§00:42:38,032
SEQ_031§858§00:42:38,720§00:42:40,995
SEQ_031§859§00:42:41,200§00:42:43,077
SEQ_031§860§00:42:43,280§00:42:44,759
SEQ_031§861§00:42:45,280§00:42:47,236
SEQ_031§862§00:42:47,440§00:42:49,192
SEQ_031§863§00:42:49,400§00:42:51,038
SEQ_032§417§00:29:24,075§00:29:25,827
SEQ_032§418§00:29:25,910§00:29:27,328
SEQ_032§419§00:29:27,370§00:29:29,414
SEQ_032§420§00:29:30,123§00:29:31,999
SEQ_032§421§00:29:32,083§00:29:33,959
SEQ_032§422§00:29:34,001§00:29:37,921
SEQ_032§423§00:29:38,005§00:29:41,299
SEQ_032§424§00:29:41,383§00:29:43,802
SEQ_032§425§00:29:43,885§00:29:46,179
SEQ_032§426§00:29:46,221§00:29:48,264
SEQ_032§427§00:29:48,348§00:29:51,601
SEQ_032§428§00:29:51,684§00:29:53,227
SEQ_032§429§00:29:53,310§00:29:56,897
SEQ_032§430§00:29:57,981§00:30:01,151
SEQ_032§431§00:30:02,152§00:30:04,070
