Sequence§Svd_0§Svd_1§Svd_2§Svd_3§Svd_4
SEQ_023§0.23706869126939037§-0.07486341296039394§-0.09585418733478923§0.008931539114723474§-0.0723481195279671
SEQ_024§0.2558504269785788§-0.00827851509202582§0.21710834136075827§-0.09573963781665312§0.003388176985310476
SEQ_025§0.39912786855313526§-0.006508455800002779§-0.03432634592542102§0.27914705459423866§-0.05703197120127256
SEQ_026§0.445663718830821§0.2090008873035816§-0.0331266416720183§-0.04634906724527594§-0.050746060721495984
SEQ_027§0.22188021637534094§-0.16867624942607137§-0.01159915960551469§-0.089067756316453§0.057261367757398304
SEQ_028§0.16504314299797657§-0.02368794457701183§0.005303920229136287§0.030166647130386§-0.09022868963567608
SEQ_029§0.3318974239725638§0.12836454748054119§-0.14187972322380235§-0.1096517803470121§-0.007679805076586036
SEQ_030§0.2229886414405322§0.07989995248481695§-0.07695915209323538§-0.044046489120882104§0.10042548350556015
SEQ_031§0.32710326105989507§-0.04850016966328784§0.15548004075532446§0.026880133783789534§0.045668512088317834
SEQ_032§0.3739079157238037§0.004791236796950258§0.059137160774481334§0.04327901516288789§0.159513141664626
SEQ_033§0.2628889468544375§0.12400107274008897§0.014071460416101503§-0.11130402872245934§0.11623982340408527
SEQ_034§0.29436704979295775§0.07758574746318106§-0.1970822838470091§0.06744872673773422§0.015651635082738334
SEQ_035§0.36535551942267547§0.012251057614296663§0.04725517003619619§0.2640213742750387§-0.04780220778855403
SEQ_036§0.24940659892892295§0.00306389266215775§0.03776130686600791§-0.005427447260511755§-0.07516479671939107
SEQ_037§0.2792340816574173§-0.07664435843321223§0.05444807415547485§-0.00541046757596256§-0.2707215073711198
SEQ_038§0.2855312932978946§0.09489530747927308§-0.020263789324858526§-0.11664252016315685§0.016753301967961917
SEQ_039§0.3156712374540057§-0.00901826176969495§0.037459218970901854§-0.009737706036490799§0.22617211635141263
SEQ_040§0.23773906172238893§-0.14106806072855985§0.11034502352029803§0.08317938132062375§-0.20546500098784948
SEQ_041§0.3910427317063089§0.16155097255221082§-0.2116601200917553§-0.0004215710563887599§0.11425130882059802
SEQ_042§0.37871313014246427§0.04690600312517518§0.08047724822060567§0.2049774234660052§0.15568009276161202
SEQ_043§0.3374504975636808§-0.023300071297358716§0.1858677670180362§-0.09060615266054149§-0.07151732485953737
SEQ_044§0.30590910462329346§0.053944883613654945§0.15474574312490924§-0.028904408057638057§0.030478982573964246
SEQ_045§0.27317921390448535§-0.051164430751738994§-0.05320573139542395§-0.06770665006071293§0.1367808724055802
SEQ_046§0.1714242544253709§0.03495664588448164§0.026886538323253103§-0.04846801075110447§-0.029391316063300015
SEQ_047§0.2361323577215625§0.0284024377617203§0.10449235073374552§-0.1082898983155491§-0.15041490673384272
SEQ_048§0.25083994563474865§0.16898747685204105§-0.1695077073385399§0.006601127934457323§0.04241791551738845
SEQ_049§0.22941532965964026§0.062389535653288246§-0.056135988758460174§-0.021336561542186713§-0.08453578888748656
SEQ_050§0.19994964528177697§0.07216122522664159§-0.004621041562299995§-0.039923546127894276§-0.09434929849368166
SEQ_051§0.238221836498461§0.041021194299674976§0.03389509333654368§0.09607274519401275§-0.147833117681067
SEQ_052§0.2171972955706785§-0.07916889691798101§0.08385063654503778§-0.07639904492930617§0.020391436113842736
SEQ_053§0.18450812308704084§0.022949145805952448§-0.08008890788194882§-0.0390078631507262§-0.059652774780955625
SEQ_054§0.3071232647947669§-0.11905810598608269§0.09738328357545763§-0.01845132271317048§0.1388949726270098
SEQ_055§0.3383285709471548§0.02977279003934151§0.0036618910187668397§0.03618216618325094§0.21190553980375168
SEQ_056§0.10512007516795623§-0.013283057128625606§0.04723040643510117§-0.0313949681093863§-0.011031306742153121
SEQ_057§0.180566991751067§0.12072532634941045§-0.05775533344537342§-0.13810198750760844§0.030535683907709218
SEQ_058§0.20821960404247297§0.10053443381091257§0.021003478450014875§-0.046112870570001616§0.012893497984623558
SEQ_059§0.2741468503616136§-0.12169948753385228§0.05358510969234368§-0.12410451208019686§0.08499405870936
SEQ_060§0.2995490402525314§0.1326206115171958§-0.0916573525374966§-0.05810076154650684§0.11218446290189472
SEQ_061§0.21592466706608662§-0.10083215204121208§0.04408773422312463§-0.051218503315975175§0.02173704651605789
SEQ_062§0.32272372364631563§-0.05560993424016916§0.24870670429460293§-0.15075172842883766§-0.07601821077445584
SEQ_063§0.43611945133065066§0.10273553956611961§-0.05776585229756915§0.11192547554475953§0.012233975298295036
SEQ_064§0.2281593190265976§-0.03302894105320432§0.003322786247974385§0.006929142694375564§0.08345816784679923
SEQ_065§0.10978731749949402§-0.09536118383844286§-0.151248176347273§-0.16252089166929087§0.02775161008970256
SEQ_066§0.09346410907858838§-0.23914769918929868§-0.129383930952565§-0.14516361911430242§-0.008001966185201676
SEQ_067§0.3525831160147352§0.025215600207000994§0.09435255643816079§-0.02571455806628798§0.2008718707777443
SEQ_068§0.26805474147182656§-0.2027129514493447§-0.29925751866289246§-0.11686189409358548§0.058573650578860645
SEQ_069§0.24848848930918943§-0.2203100117704471§-0.12331542629429688§0.06438434259348277§-0.12542301748600565
SEQ_070§0.24703252342113047§0.007823065185454604§-0.06005675723144942§0.10543199983552598§0.029225816167055482
SEQ_071§0.29672249074733636§-0.011103771398475307§0.12738286164361484§0.051257931167383856§0.009620565965740258
SEQ_072§0.22133032946614906§-0.02748577098366058§-0.12852050342204638§-0.09926262218025264§0.029343492938513075
SEQ_073§0.30599009208419214§9.403920355988062e-05§-0.020232377930268105§0.005601439000537852§-0.01072880542863453
SEQ_074§0.2443779597313704§0.1934679605073108§-0.13915909256243675§-0.18813166122800146§0.01315833391574055
SEQ_075§0.16112164140061402§-0.04802943794963296§0.00047276563779949463§-0.06328786995061886§-0.004105740593263727
SEQ_076§0.3085744563920303§-0.06135142319985631§0.056254223449311§0.006247648045002739§0.0030781617249616383
SEQ_077§0.24805701798767796§-0.19955987407928588§-0.09018775403345883§0.01287947078993353§-0.16450745658134214
SEQ_078§0.28003521779138746§-0.23051694701314543§-0.14294785503841734§-0.11299796587336972§0.13025051577614083
SEQ_079§0.2828970614810762§-0.1236574492012281§0.019603643536946415§-0.017524775322476222§-0.0048433973619450505
SEQ_080§0.0947508652334703§-0.00011965366220741588§-0.015635058663815583§-0.02673366477844359§0.02067373559738532
SEQ_081§0.2876725983944941§0.154256563012394§-0.08610758682390113§0.04739191647568318§-0.11699061649760292
SEQ_082§0.28442920432894575§0.11514110973360746§-0.05410185009376807§-0.13114986692474412§-0.08170681039981346
SEQ_083§0.31525048164058994§0.093982429131366§-0.04725653835846535§-0.08162176667669284§-0.06598730393538016
SEQ_084§0.288779130929664§-0.019402355935797488§0.005794038862373667§0.23736220345175543§0.21012500498865844
SEQ_085§0.22988318406946417§-0.09803057062607466§-0.049480901579320294§0.032883372796233074§-0.18066272959086352
SEQ_086§0.1960585194537582§-0.17601234084308984§-0.1863197017623593§-0.10242756910785408§-0.08631313916404194
SEQ_087§0.1805228251076396§-0.11966587346110912§-0.06315432859772285§-0.02773696813836894§0.06887527737355414
SEQ_088§0.16536984026287327§0.0274495716923265§-0.026379829460646115§-0.11290076351095678§-0.1334389660800042
SEQ_089§0.13005056617275854§-0.15858833638534853§-0.09439868205881767§-0.08667505065464205§-0.010510715273494784
SEQ_090§0.29289385319641165§-0.047158539738823654§0.17590764981964202§-0.025897442020110354§-0.08698123544420525
SEQ_091§0.2152993437659326§0.10592074266184752§-0.04640750855332185§0.003547516910074033§-0.01375967385254747
SEQ_092§0.2992844794261098§0.16847058543242854§-0.05691825638183732§0.04089831382467241§0.0004759818785879045
SEQ_093§0.2947873387710597§-0.028102869031663563§0.08649188831283919§0.11005515860120398§0.08950618953809444
SEQ_094§0.17420051667226735§-0.01607024872359639§0.13764931517528237§0.03300280379677648§-0.10642760872752345
SEQ_095§0.1665927186037586§-0.15125982933522197§-0.1599747468917298§-0.18924856652498306§0.018540103540547605
SEQ_096§0.24376264189189417§-0.04484157925800473§-0.02000421317007353§0.05715510680618777§0.04791525789954355
SEQ_097§0.3279097587536262§-0.001709110203234945§0.05702823802387246§0.1983980741629507§0.014355444318251332
SEQ_098§0.1942772967534014§-0.045513027601378576§-0.09641667241088223§0.0743383120014866§-0.1572089675470801
SEQ_099§0.2138206068001462§-0.07621196327074889§0.11819283064634255§-0.05233896069484025§-0.06400859215521078
SEQ_100§0.4004526005453818§-0.06256857777837793§0.2360381353368821§-0.11199403695277922§0.2531157858266675
SEQ_101§0.26598043041744845§0.044326421673913895§0.017126429198795957§-0.004182566400760439§-0.08921754245406278
SEQ_102§0.2734856733370303§-0.0509015026550312§-0.0877223609476385§0.10848777654862869§-0.005319860350166341
SEQ_103§0.23520084879768996§0.012269768194242267§-0.040192169185973695§-0.09532509971718478§-0.016057121794318677
SEQ_104§0.17420060171427107§0.006856738120802839§0.032737626713181235§-0.11454666488610464§-0.06854390654351665
SEQ_105§0.32245365008422494§0.0674248426754502§0.301483899872782§-0.1263025000536455§-0.10368126607167734
SEQ_106§0.2009566590623552§-0.030881737018820098§0.07455063023361935§-0.1047126509887556§-0.00717493728793947
SEQ_107§0.34904304536853503§-0.043810810476619076§0.19884402312007446§-0.06768789813002742§0.052292863010817
SEQ_108§0.2819601600455508§0.0821059741341348§-0.04991282295921577§0.0880641979178294§0.01001743791429551
SEQ_109§0.28338637740492767§-0.0966224531905718§0.032949077345654554§0.1005699264872875§0.2953002192722996
SEQ_110§0.26121936887823133§0.0023564118673564797§0.10215921115528424§-0.1278937945489419§-0.12194976133440692
SEQ_111§0.26010486264577615§-0.05128682064431791§0.04597116815059791§0.17451971145264855§-0.06768709887772853
SEQ_112§0.3061653467157014§0.011741127640239001§0.24095978325638684§-0.14529989480254238§-0.006362696132255369
SEQ_113§0.19554700991499596§0.05254582845094361§-0.10984459760969183§0.0708871658016474§-0.05327157062128735
SEQ_114§0.11785075211584699§-0.1582471561521138§-0.07107276445185609§0.06021373844401902§-0.1791034412251408
SEQ_115§0.1622772578288477§-0.08131269950040294§0.03458994647338883§0.007110177504028305§-0.024560461214685157
SEQ_116§0.33942709397898746§-0.10235208558469099§0.03105949454975613§0.23301790795316737§-0.20033539043979606
SEQ_117§0.14247364406915083§-0.03718915878368166§-0.026127295890695245§0.11614375625960158§-0.10093382542048246
SEQ_118§0.28349269996421006§-0.07817514850908686§0.07061935023625145§-0.030322047281944747§0.2284599150451963
SEQ_119§0.11429519662482829§-0.0662728489100713§0.0709670529780035§-0.0706916004132019§-0.09222678489376072
SEQ_120§0.2440735748957766§-0.12968040270980707§-0.11659381654163764§0.05365263342238183§-0.13082214599165187
SEQ_121§0.2984236832398635§0.08793800640073533§0.03718359374007744§0.05501550428773914§-0.01631195751407938
SEQ_122§0.34665975950808947§0.03435564359768686§0.16570066229988137§-0.16827578035863414§-0.09319037198731865
SEQ_123§0.4308689528941883§-0.05151167442510193§0.15939188381344263§0.054868777026388996§-0.23269191811999454
SEQ_124§0.2148554467735103§-0.023477927122269357§0.08035962777457746§0.057224070660961225§-0.031963183337978374
SEQ_125§0.31056399926305056§0.22325184694815028§-0.09705259843919385§0.016873768917195754§-0.009510521867238735
SEQ_126§0.25894775609562803§0.08261771869861827§-0.01103383626053955§-0.01106329091166518§-0.14026832777011752
SEQ_127§0.18275519465808449§0.0032353546450256845§0.042436594061919686§-0.15374854162181345§0.04954431226825621
SEQ_128§0.09583569240918365§-0.1090505234444525§-0.04300229589220668§-0.011760685625033709§-0.05756496197454666
SEQ_129§0.24628248324594088§0.004937108422824631§0.04094224243297717§-0.06333815856283036§0.2033473521458464
SEQ_130§0.15905423336227106§-0.06219723379603004§0.08689042233191165§-0.020094248145830128§0.039267662295526924
SEQ_131§0.1919128796640963§-0.027709910141764788§-0.008259356937938866§0.06411774334692666§0.08579386515661085
SEQ_132§0.10239877778885616§-0.1896387343171261§-0.09414428809379669§-0.038466346902041613§-0.02331227262593617
SEQ_133§0.08895033352791824§-0.06893091433804374§-0.07026074205778914§0.04586978777255375§-0.13307920548925414
SEQ_134§0.3878969239282299§0.04384632685683752§0.23804769467344145§-0.16916761662504698§-0.0416916259718018
SEQ_135§0.21756253298353137§0.2116488956862979§-0.07201629514644774§0.032436113088834644§-0.022759146137005675
SEQ_136§0.18938991573054625§0.13952552406482055§-0.07122269136956813§-0.1436593663380793§0.06671145397751055
SEQ_137§0.37081488562324216§-0.24290984235399415§-0.1976971876163145§-0.02711243004203136§0.049057927146373685
SEQ_138§0.41158290261287933§-0.09253123878792421§0.02662012855134698§0.10254066192616437§0.054981817555980333
SEQ_139§0.10564573101999168§0.022376930875891005§-0.038084401221889864§-0.07574523772880967§-0.0806236168576279
SEQ_140§0.233344328898333§-0.01578117357402635§-0.014456707634922905§0.03101221731880772§-0.09686771891544393
SEQ_141§0.3057362266435249§0.051616384633165334§0.16773457218711008§-0.07230338986939362§-0.044529336466989825
SEQ_142§0.2576252947184097§0.05299133136115755§-0.045790217907958744§0.04910409530222017§-0.04447766285867662
SEQ_143§0.31486402228786414§-0.05998332604464843§0.13328124790119472§-0.026271936383733863§-0.11833869393711356
SEQ_144§0.24359237430683453§-0.021790205452128664§0.07504948447127925§-0.10409918987223911§0.045286357275163724
SEQ_145§0.39351599923236086§-0.03647243194997489§0.17439239241339938§0.019833175159793468§0.13438418905973473
SEQ_146§0.2823643353920998§0.01626744139344986§0.010960869128007688§0.07537301427094041§0.22800601771191434
SEQ_147§0.1729011030170539§-0.12379619195946082§-0.07223582660667377§-0.058303999595879924§0.08818815816611883
SEQ_148§0.2016196775425965§-0.06417564146334985§0.0691654727729872§0.08179590725606785§-0.05144086091029888
SEQ_149§0.21482317317360156§0.043987825062201856§-0.055473793763719456§-0.08231612652915073§-0.03994528789595385
SEQ_150§0.32692488885914683§0.0009076371559536081§0.022020075844989946§0.3251743454021347§-0.01998360859298988
SEQ_151§0.2664358083936699§-0.19501082690365745§-0.02036673582873239§-0.03454983309466332§0.11536206836866952
SEQ_152§0.053179153893455844§-0.06649571304239546§-0.0602598413457666§0.01610747745444968§-0.017860043730244943
SEQ_153§0.1779660356918134§-0.11547529624561702§-0.07665835853744501§0.01336822198971934§-0.04330996542221049
SEQ_154§0.09083067805230276§-0.09065046814806176§-0.11786107549375813§-0.11458526999981856§0.02236520653115251
SEQ_155§0.2982599876247991§-0.043866696349196696§0.07446658705116493§0.14301715707152812§-0.05309483230450838
SEQ_156§0.22454192825252606§0.02491518231908981§-0.023164211000902605§0.03602873450125993§-0.09159514222331008
SEQ_157§0.4184858723300249§0.01259148598009782§0.25441059931380505§-0.1212453198369135§0.000900634714619459
SEQ_158§0.17762147942093937§-0.10864159420598442§0.045269990012623114§-0.12402452100395217§0.033796802406575455
SEQ_159§0.3970081087138682§0.15219261329017736§-0.16088558468711905§0.1140402841146227§0.14665883301549748
SEQ_160§0.12001667732304218§-0.10925118841469722§-0.05676413840931666§0.055428640898507436§-0.19407625549953916
SEQ_161§0.3319318487584182§0.21726773838745894§0.07616461056190776§-0.16849812078682316§-0.08268370947954577
SEQ_162§0.12308871744179356§0.016063964435576575§-0.04751449712528072§-0.10780981235988256§0.01151985902412019
SEQ_163§0.2591026154039712§-0.18588828533690177§0.024566427092789143§0.026403264208093805§0.24705269713872363
SEQ_164§0.5234496806110341§-0.008758303987499971§-0.11140561215027256§0.3083561400413539§-0.044357971996665274
SEQ_165§0.20144525560165943§-0.059677703895246306§-0.043901147796692234§-0.026316755590206957§-0.0002236528565289367
SEQ_166§0.3589107044952403§-0.10073126557045615§0.0682248474403994§0.20244596666281603§-0.06934365101565503
SEQ_167§0.25353502088232693§-0.08358701140756403§0.027778994968064484§0.043800525525786664§-0.02376326301513595
SEQ_168§0.2812015790865325§0.004004651390658485§0.0666731092116682§-0.08629303096095783§0.11329963615845687
SEQ_169§0.20304729180238695§0.09089831027791707§0.00783140041697339§-0.009216203309481693§-0.06404277179922083
SEQ_170§0.24921919220292393§-0.01605070774591601§0.015802674278058967§0.07418885689565918§0.14956174535134154
SEQ_171§0.13268814694864373§-0.10977697395762291§0.007291983123312873§0.011214599094483142§0.11003714506794592
SEQ_172§0.13741904687820702§-0.15743471151304866§-0.17926544621376833§-0.1581838097681§0.07316501430869278
SEQ_173§0.2255285372353718§0.07635450798531018§0.04293446126436574§0.10685520526525522§-0.08419785634173793
SEQ_174§0.2185026996365779§-0.19282214855070678§-0.08068612870633254§0.0032806986570702613§-0.04815971006140628
SEQ_175§0.2148196023377814§-0.006577216673940906§0.024910007358065863§-0.09194215490217786§-0.015615528627567132
SEQ_176§0.20679901073546658§0.017830362095320053§-0.02541049664837936§-0.02195725457778398§0.010417616070064074
SEQ_177§0.2845803810249134§0.011783447566034872§-0.05535169347104777§0.030874645569697393§-0.00739450217458669
SEQ_178§0.20457401740228803§0.11607723902196998§-0.01401297664791777§0.013477221448679725§-0.09604856256584327
SEQ_179§0.22733124840132543§-0.13506570494746173§-0.13592962276774603§-0.08903697529648978§-0.05177596033609617
SEQ_180§0.2648852518208154§0.023986225499554557§0.1774665353916794§-0.04935554484079967§-0.08282811646649749
SEQ_181§0.22997261492947468§0.11214398060330727§-0.08959713652659029§-0.023485772414278277§0.019547592214651525
SEQ_182§0.189996151645067§-0.06385837564741838§-0.000750374920483589§-0.05042498896332758§-0.05405885888978195
SEQ_183§0.2762651039119837§-0.043799767727949517§0.15423122805015668§-0.07942709165975087§-0.05677261980087917
SEQ_184§0.24101132989635932§-0.16811200830132905§-0.08585254980700305§-0.0068808218128252946§-0.13068267149328996
SEQ_185§0.24475571981122723§-0.038784244721894075§-0.14281367324228764§0.05965947991736186§-0.03251340872965189
SEQ_186§0.3338552193199576§-0.014598012404105009§0.15282241976780717§-0.003253344505067924§0.0017400624122955839
SEQ_187§0.2827677031492644§-0.023697252102540527§-0.0671098756235537§0.27475757649356214§-0.13038577188622646
SEQ_188§0.30026308638614363§-0.14252010473744767§-0.053250564329877424§0.08972966278487132§-0.015981261695432146
SEQ_189§0.24041930029612726§-0.032006035437377206§0.05451470622666343§0.030660702393485957§0.18661043041192335
SEQ_190§0.21026092775523672§-0.03669743104696873§-0.013166255090647016§0.02815230157496328§-0.021658027021833833
SEQ_191§0.09126452390191282§-0.12113329838752429§-0.003778051435836604§-0.07845583039536913§0.1838917539911305
SEQ_192§0.24730678519181568§-0.11271374945592776§-0.0610484420578546§-0.019526620091888724§0.057402403321906124
SEQ_193§0.18141515404079958§-0.01474095780182202§-0.021900254992480186§-0.03357315018904539§0.05461457431385575
SEQ_194§0.27182486066556266§-0.08662827929570616§0.01763490105052703§0.07461706735656916§0.07047787121490794
SEQ_195§0.33596609562722335§0.026254312395686603§0.16340146134782488§-0.1664400784055989§-0.09860512197498554
SEQ_196§0.29576533462491794§0.03303446670151852§-0.12857050710052878§0.06924350538536662§0.1282068234968361
SEQ_197§0.2513569350754609§-0.07865207851945802§0.10843309464815239§-0.04899539725659009§-0.005315354717174563
SEQ_198§0.36508095905704746§-0.05216057723064678§0.02476138570447713§0.16265486695891185§-0.051387301391443596
SEQ_199§0.28479357091793667§-0.06984859116792516§-0.011697302969742149§0.10316216128175774§-0.1971958278664665
SEQ_200§0.2392150064919169§-0.11922374908647067§-0.05192532286811454§0.002653868680254242§-0.035764861353981256
SEQ_201§0.1988315247492775§-0.12886540487489057§-0.16296480641835465§-0.06975549249992723§0.160856919020501
SEQ_202§0.2033412255682832§-0.24880156067593046§-0.12052732034763457§0.027259003954950147§-0.16112327436580587
SEQ_203§0.2950665157564558§-0.0466005772147473§-0.09964614435380752§0.025146084882947867§-0.16290625024757405
SEQ_204§0.21501479896157066§0.06247749224628449§0.068358101617734§-0.10734721608950794§-0.12038605274731294
SEQ_205§0.19373620998870927§-0.08684096304661373§0.029640044397567712§0.0010475279776031771§0.01672212914815592
SEQ_206§0.3027983303640493§0.09510909239900177§0.017084460334861627§0.10536369137464963§-0.13189106074864182
SEQ_207§0.2266537340333994§-0.08260990219803403§-0.07778232320810304§0.060669612043480606§-0.15752823832777713
SEQ_208§0.2847711850983094§-0.08546499828407078§-0.04134007698428063§0.08819589903604963§0.05016996047847968
SEQ_209§0.2715575831536952§0.20498430515951846§-0.004948411196712507§-0.0780719500160251§-0.0760850062913292
SEQ_210§0.19693115289115892§-0.10679828809040262§-0.019862920479266417§0.001853357175271838§-0.04436327559114193
SEQ_211§0.2806480877951418§0.04307701194291049§0.055813650841551675§0.04495573551170057§0.009625578847769305
SEQ_212§0.22247505997204328§0.13836787553906074§-0.046641416247051856§0.029594553290446593§0.02604915757256706
SEQ_213§0.17560413001121103§-0.17191777877265915§-0.09482561089074995§-0.08445250293824995§0.01936988982376063
SEQ_214§0.12642397033078012§0.07370778046860478§-0.04860230354443369§-0.026699532755154947§-0.043702824337903366
SEQ_215§0.1939391613678441§0.10237846759355883§-0.0738392726958305§0.04352430723870212§0.05573421134756018
SEQ_216§0.13917323178016794§-0.08270845970094516§-0.0551557796987395§-0.07715153903427759§0.026192813880455856
SEQ_217§0.3039030976078722§-0.02935459741559272§0.04894495173549643§0.19072471177880707§0.13434117079195756
SEQ_218§0.12668537649193637§-0.1376373708147105§-0.08588708294510919§0.1042430505090665§-0.1776028306501002
SEQ_219§0.5273714203767097§0.06257406439301871§-0.052610671216595926§0.005761463064700587§0.20471162827578154
SEQ_220§0.2345193045610652§-0.15107484044609598§-0.10609449579558917§-0.022869724524996443§-0.06329153045297542
SEQ_221§0.35446806292889305§-0.05721797046033515§0.060923046366655256§-0.061970990767560526§0.018220124654014982
SEQ_222§0.40957080155208286§0.021753505932516685§0.18765461344810683§-0.13998540703124518§0.08014007631238278
SEQ_223§0.3361588961198575§0.006600210957159845§0.18935175121210884§0.06011197696006358§0.09386514884195694
SEQ_224§0.2628848049904508§-0.0645302543344139§-0.03527230189175688§0.08476170098097285§-0.018118465700324108
SEQ_225§0.2914788282751321§0.18066687960739505§-0.0887335359967638§0.013812554366916762§-0.06092624778523745
SEQ_226§0.18102243296640555§-0.020674333468764416§0.15202492655955718§-0.08361435364403512§-0.012112400001002629
SEQ_227§0.30488624772782297§0.024913542123658927§0.031720175646078395§0.16273187112019202§0.009890853321543977
SEQ_228§0.2823620568089636§0.079691968576854§0.06526643755420808§0.008493514499786008§0.0008255152197565195
SEQ_229§0.207974187986949§0.2014443730820682§-0.1308418581390693§0.027943153692063388§-0.05989545825484795
SEQ_230§0.12328064117906151§-0.22722780861656983§-0.15200594506372714§-0.225854147342559§0.029292323325071274
SEQ_231§0.23646275222863838§0.08130498035015958§-0.028089360999370098§-0.02565867623180949§0.1892153900172893
SEQ_232§0.2116525364616851§-0.14146028956103435§0.04724429557412875§0.10070662034717931§-0.04328782431948328
SEQ_233§0.28467097655165974§-0.02736248321889631§0.04890364236746254§0.013713658462105222§0.220462368939937
SEQ_234§0.23198919838426424§0.21228998636263105§-0.164913980981375§-0.15339838322683919§-0.02061348582002746
SEQ_235§0.34849346044990864§-0.1098397327389234§0.01248388635756759§0.13183464053821684§0.02578699701306798
SEQ_236§0.20302193893747247§-0.052967607424438186§-0.01111556075864002§0.08140453422938865§0.0710114225815649
SEQ_237§0.16273065508438572§0.19285798488569852§-0.1194980035683501§-0.04149697136341739§-0.029915713430204396
SEQ_238§0.24153399127824815§0.1142520262377246§-0.092226197701714§-0.05912357357579383§-0.09504501204983794
SEQ_239§0.2473848874633397§-0.05253937968090431§-0.055256413299716284§-0.0568475053634043§-0.13353124930926427
SEQ_240§0.43601875381831307§0.15741378608148737§-0.04739121205968852§-0.004547804847237877§0.024915662718190675
SEQ_241§0.39011251860153334§0.04562272697533985§-0.044407029927491334§-0.09780083878429137§0.06177168598661245
SEQ_242§0.2811915429383563§-0.021279856890664396§0.19850714089279423§-0.07698260783225026§-0.005928111653453163
SEQ_243§0.17437972576906022§-0.1499860115781627§-0.04636750007567338§-0.06920276261858996§-0.12164064035197872
SEQ_244§0.260113292021124§-0.10410463874081939§0.1906124481298402§-0.05847952120959009§0.037079888319388125
SEQ_245§0.1508081078702329§-0.007736475073621813§-0.012102391086263022§-0.11005089956870054§-0.010787010159455265
SEQ_246§0.17983316199688698§0.031006607472619473§-0.0033231721066461876§0.08686522625499954§-0.09331062034626739
SEQ_247§0.08915318049406946§-0.04147894507109061§-0.04361116308671301§-0.03269217052898602§0.006659346733454175
SEQ_248§0.25015416289283404§0.0394741500011043§-0.05286150563857687§0.026151320353413967§0.030697790031286223
SEQ_249§0.2740362572646825§-0.010893667762631048§0.13326490516156098§0.04531759635817913§0.09656566260878452
SEQ_250§0.25872028938749875§-0.07911191935366875§0.016388602134261243§0.1732208978038256§0.0586458726911125
SEQ_251§0.21177762372204625§0.03641698133049447§0.14048758541939696§-0.1850789478052519§-0.020876301211229235
SEQ_252§0.21972784072400872§-0.05723549115822795§0.003694959737213935§0.1211555153104337§-0.08015934227274511
SEQ_253§0.27566275828749626§0.047096841832912545§-0.0817452027251494§0.2010254305631464§0.050171319435484606
SEQ_254§0.23601771630282353§-0.17614834110789201§-0.0011131797815980816§-0.03008041247316075§0.07061104659266447
SEQ_255§0.1964839210273572§0.03897962569144248§-0.028072983040682595§-0.05707925261516716§0.014829467448386476
SEQ_256§0.1559235600747825§-0.09687608718210294§-0.06602392778083688§0.00905362200789801§-0.05854104179465378
SEQ_257§0.19549807993847249§-0.0012272644764121743§0.06918487326666045§0.05485288848619692§0.04663640482787811
