Sequence§LDA_0§LDA_1
SEQ_001§0.05940329702086583§0.9405967029791341
SEQ_002§0.026578343952896558§0.9734216560471035
SEQ_003§0.02552215697637611§0.974477843023624
SEQ_004§0.7036543003277544§0.29634569967224555
SEQ_005§0.006099835457701278§0.9939001645422987
SEQ_006§0.027090281836190406§0.9729097181638096
SEQ_007§0.025251459503312194§0.9747485404966878
SEQ_008§0.9717047503914606§0.028295249608539248
SEQ_009§0.03225985412130494§0.9677401458786951
SEQ_010§0.7560234232912112§0.2439765767087888
SEQ_011§0.7412469723626336§0.25875302763736635
SEQ_012§0.01826014495806825§0.9817398550419317
SEQ_013§0.04560452797452984§0.9543954720254703
SEQ_014§0.9802981995272273§0.01970180047277266
SEQ_015§0.9773130670637272§0.0226869329362728
SEQ_016§0.9758354300811236§0.024164569918876475
SEQ_017§0.99056649997191§0.009433500028089976
SEQ_018§0.905557692002905§0.09444230799709491
SEQ_019§0.012440676880987553§0.9875593231190124
SEQ_020§0.4047421859197404§0.5952578140802596
SEQ_021§0.12023612627480325§0.8797638737251968
SEQ_022§0.7164273473264225§0.2835726526735774
SEQ_023§0.41993520066424883§0.5800647993357511
SEQ_024§0.9867647559480216§0.013235244051978451
SEQ_025§0.005918106483184891§0.9940818935168152
SEQ_026§0.007797900814116345§0.9922020991858836
SEQ_027§0.05383650678978896§0.9461634932102111
SEQ_028§0.16992065152820376§0.8300793484717963
SEQ_029§0.09608390525599987§0.9039160947440001
SEQ_030§0.9709183324416207§0.02908166755837918
SEQ_031§0.9850148640565091§0.01498513594349091
SEQ_032§0.21436202218031553§0.7856379778196845
SEQ_033§0.911135340670309§0.08886465932969102
SEQ_034§0.9345902944706107§0.06540970552938938
SEQ_035§0.014650756030281042§0.985349243969719
SEQ_036§0.9761847358205384§0.02381526417946157
SEQ_037§0.8070987690438466§0.19290123095615344
SEQ_038§0.01914686463258609§0.9808531353674138
SEQ_039§0.9862971181889099§0.013702881811090056
SEQ_040§0.2358022182313972§0.7641977817686029
SEQ_041§0.9829687234708865§0.017031276529113612
SEQ_042§0.024525236049758495§0.9754747639502416
SEQ_043§0.07510981227660875§0.9248901877233912
SEQ_044§0.6697503539235696§0.3302496460764304
SEQ_045§0.9869294285313446§0.013070571468655492
SEQ_046§0.16711294667264345§0.8328870533273566
SEQ_047§0.19355458210484833§0.8064454178951517
SEQ_048§0.026940046461159165§0.9730599535388409
SEQ_049§0.9812221654912513§0.01877783450874867
SEQ_050§0.03532003921336853§0.9646799607866314
SEQ_051§0.015128333171940029§0.98487166682806
SEQ_052§0.9769543613270751§0.0230456386729248
SEQ_053§0.9834976085673198§0.016502391432680123
SEQ_054§0.9873216100896391§0.012678389910360873
SEQ_055§0.9740852646075124§0.025914735392487568
SEQ_056§0.02688061279324617§0.9731193872067537
SEQ_057§0.4608103942300516§0.5391896057699485
SEQ_058§0.014801693930391126§0.9851983060696088
SEQ_059§0.019214590809463892§0.9807854091905361
SEQ_060§0.016909999875758554§0.9830900001242415
SEQ_061§0.987864519507349§0.012135480492651006
SEQ_062§0.9903507324167901§0.009649267583210051
SEQ_063§0.24848388774548918§0.7515161122545109
SEQ_064§0.9852603301000231§0.01473966989997694
SEQ_065§0.01736448189267554§0.9826355181073244
SEQ_066§0.5795907797008187§0.4204092202991812
SEQ_067§0.9901852990805788§0.00981470091942111
SEQ_068§0.007682154000724258§0.9923178459992757
SEQ_069§0.5098829967272052§0.49011700327279484
SEQ_070§0.254712808387144§0.745287191612856
SEQ_071§0.46468288168078886§0.535317118319211
SEQ_072§0.8348445205607719§0.1651554794392281
SEQ_073§0.020251322802344755§0.9797486771976552
SEQ_074§0.023676837294068522§0.9763231627059316
SEQ_075§0.040708739251322255§0.9592912607486778
SEQ_076§0.9839699340353901§0.01603006596460979
SEQ_077§0.016919457594141426§0.9830805424058586
SEQ_078§0.06816701574365053§0.9318329842563494
SEQ_079§0.9848599555151829§0.015140044484817093
SEQ_080§0.9775922113698733§0.022407788630126636
SEQ_081§0.1372493066635629§0.8627506933364372
SEQ_082§0.010645517968095552§0.9893544820319046
SEQ_083§0.024784755648121718§0.9752152443518783
SEQ_084§0.37322240915255295§0.6267775908474471
SEQ_085§0.025270380740561052§0.974729619259439
SEQ_086§0.008245855385445242§0.9917541446145548
SEQ_087§0.627273741523957§0.37272625847604307
SEQ_088§0.0251946957814024§0.9748053042185977
SEQ_089§0.01922133384519987§0.9807786661548
SEQ_090§0.9944309080025893§0.00556909199741073
SEQ_091§0.983556335743065§0.01644366425693501
SEQ_092§0.6068031265611477§0.3931968734388524
SEQ_093§0.9884622238544822§0.011537776145517799
SEQ_094§0.9778642239624414§0.022135776037558515
SEQ_095§0.1433316734244555§0.8566683265755445
SEQ_096§0.9928052112902488§0.007194788709751209
